Game,Country,NumberofUsers
Colt Express,Hungary,10
Colt Express,Iceland,2
Colt Express,India,1
Colt Express,Indonesia,1
Colt Express,Ireland,6
Colt Express,Israel,5
Colt Express,Italy,30
Colt Express,Japan,17
Colt Express,Latvia,3
Colt Express,Lithuania,2
Colt Express,Luxembourg,2
Colt Express,Malaysia,2
Colt Express,Mexico,7
Colt Express,Netherlands,12
Colt Express,New Zealand,7
Colt Express,Norway,7
Colt Express,Peru,1
Colt Express,Philippines,2
Colt Express,Poland,41
Colt Express,Portugal,7
Colt Express,Romania,7
Colt Express,Russia,4
Colt Express,Saudi Arabia,1
Colt Express,Republic of Serbia,4
Colt Express,Slovakia,1
Colt Express,Slovenia,1
Colt Express,South Africa,2
Colt Express,South Korea,13
Colt Express,Spain,79
Colt Express,Sweden,15
Colt Express,Switzerland,8
Colt Express,Taiwan,8
Colt Express,Thailand,5
Colt Express,Turkey,1
Colt Express,Uganda,1
Colt Express,Ukraine,2
Colt Express,USA,325
Colt Express,Venezuela,2
Cosmic Encounter,Argentina,5
Cosmic Encounter,Australia,57
Cosmic Encounter,Austria,8
Cosmic Encounter,Belgium,12
Cosmic Encounter,Brazil,33
Cosmic Encounter,Bulgaria,2
Cosmic Encounter,Canada,141
Cosmic Encounter,Chile,3
Cosmic Encounter,China,3
Cosmic Encounter,Colombia,1
Cosmic Encounter,Croatia,4
Cosmic Encounter,Czech Republic,4
Cosmic Encounter,Denmark,7
Cosmic Encounter,England,5
Cosmic Encounter,Estonia,4
Cosmic Encounter,Finland,21
Cosmic Encounter,France,18
Cosmic Encounter,Germany,78
Cosmic Encounter,Greece,14
Cosmic Encounter,Guatemala,2
Cosmic Encounter,Hungary,3
Cosmic Encounter,Iceland,1
Cosmic Encounter,Indonesia,2
Cosmic Encounter,Ireland,8
Cosmic Encounter,Israel,8
Cosmic Encounter,Italy,25
Cosmic Encounter,Japan,10
Cosmic Encounter,Latvia,2
Cosmic Encounter,Lebanon,1
Cosmic Encounter,Lithuania,6
Cosmic Encounter,Luxembourg,1
Cosmic Encounter,Macedonia,2
Cosmic Encounter,Malaysia,5
Cosmic Encounter,Mexico,6
Cosmic Encounter,Moldova,1
Cosmic Encounter,Netherlands,16
Cosmic Encounter,New Zealand,19
Cosmic Encounter,Norway,10
Cosmic Encounter,Peru,1
Cosmic Encounter,Philippines,6
Cosmic Encounter,Poland,9
Cosmic Encounter,Portugal,7
Cosmic Encounter,Romania,2
Cosmic Encounter,Russia,5
Cosmic Encounter,Republic of Serbia,2
Cosmic Encounter,Slovakia,1
Cosmic Encounter,Slovenia,2
Cosmic Encounter,South Africa,2
Cosmic Encounter,South Korea,5
Cosmic Encounter,Spain,59
Cosmic Encounter,Sri Lanka,1
Cosmic Encounter,Sweden,24
Cosmic Encounter,Switzerland,5
Cosmic Encounter,Taiwan,4
Cosmic Encounter,Thailand,4
Cosmic Encounter,Turkey,2
Cosmic Encounter,Ukraine,1
Cosmic Encounter,USA,1087
Cosmic Encounter,Uruguay,1
Cosmic Encounter,Venezuela,3
Coup,Argentina,11
Coup,Australia,59
Coup,Austria,4
Coup,Belgium,8
Coup,Brazil,48
Coup,Bulgaria,4
Coup,Canada,129
Coup,Chile,5
Coup,China,9
Coup,Colombia,5
Coup,Croatia,1
Coup,Czech Republic,1
Coup,Denmark,6
Coup,England,8
Coup,Estonia,2
Coup,Finland,9
Coup,France,6
Coup,Germany,32
Coup,Greece,14
Coup,Hungary,2
Coup,Iceland,1
Coup,India,3
Coup,Indonesia,4
Coup,Ireland,10
Coup,Israel,7
Coup,Italy,10
Coup,Japan,13
Coup,Latvia,2
Coup,Lithuania,2
Coup,Luxembourg,1
Coup,Macedonia,1
Coup,Malaysia,3
Coup,Mexico,20
Coup,Moldova,1
Coup,Netherlands,14
Coup,New Zealand,10
Coup,Norway,3
Coup,Peru,1
Coup,Philippines,6
Coup,Poland,19
Coup,Portugal,12
Coup,Romania,1
Coup,Russia,5
Coup,Saudi Arabia,2
Coup,Republic of Serbia,7
Coup,Slovakia,2
Coup,Slovenia,1
Coup,South Africa,2
Coup,South Korea,12
Coup,Spain,57
Coup,Sweden,19
Coup,Switzerland,3
Coup,Taiwan,8
Coup,Thailand,9
Coup,Turkey,1
Coup,Uganda,1
Coup,Ukraine,1
Coup,USA,818
Coup,Venezuela,2
Coup,Vietnam,2
Dead of Winter: A Crossroads Game,Argentina,12
Dead of Winter: A Crossroads Game,Australia,41
Dead of Winter: A Crossroads Game,Austria,4
Dead of Winter: A Crossroads Game,Belarus,1
Dead of Winter: A Crossroads Game,Belgium,8
Dead of Winter: A Crossroads Game,Bolivia,1
Dead of Winter: A Crossroads Game,Brazil,29
Dead of Winter: A Crossroads Game,Bulgaria,4
Dead of Winter: A Crossroads Game,Canada,120
Dead of Winter: A Crossroads Game,Chile,2
Dead of Winter: A Crossroads Game,China,11
Dead of Winter: A Crossroads Game,Colombia,3
Dead of Winter: A Crossroads Game,Croatia,2
Dead of Winter: A Crossroads Game,Czech Republic,7
Dead of Winter: A Crossroads Game,Denmark,6
Dead of Winter: A Crossroads Game,England,7
Dead of Winter: A Crossroads Game,Estonia,2
Dead of Winter: A Crossroads Game,Finland,9
Dead of Winter: A Crossroads Game,France,12
Dead of Winter: A Crossroads Game,Germany,53
Dead of Winter: A Crossroads Game,Greece,14
Dead of Winter: A Crossroads Game,Guatemala,1
Dead of Winter: A Crossroads Game,Hungary,4
Dead of Winter: A Crossroads Game,Iceland,1
Dead of Winter: A Crossroads Game,Indonesia,1
Dead of Winter: A Crossroads Game,Iran,1
Dead of Winter: A Crossroads Game,Iraq,1
Dead of Winter: A Crossroads Game,Ireland,9
Dead of Winter: A Crossroads Game,Israel,4
Dead of Winter: A Crossroads Game,Italy,18
Dead of Winter: A Crossroads Game,Japan,9
Dead of Winter: A Crossroads Game,Latvia,3
Dead of Winter: A Crossroads Game,Lithuania,8
Dead of Winter: A Crossroads Game,Luxembourg,1
Dead of Winter: A Crossroads Game,Macedonia,1
Dead of Winter: A Crossroads Game,Malaysia,3
Dead of Winter: A Crossroads Game,Mexico,15
Dead of Winter: A Crossroads Game,Netherlands,12
Dead of Winter: A Crossroads Game,New Zealand,9
Dead of Winter: A Crossroads Game,Norway,8
Dead of Winter: A Crossroads Game,Philippines,5
Dead of Winter: A Crossroads Game,Poland,29
Dead of Winter: A Crossroads Game,Portugal,13
Dead of Winter: A Crossroads Game,Qatar,1
Dead of Winter: A Crossroads Game,Romania,5
Dead of Winter: A Crossroads Game,Russia,6
Dead of Winter: A Crossroads Game,Republic of Serbia,1
Dead of Winter: A Crossroads Game,Slovakia,1
Dead of Winter: A Crossroads Game,South Africa,2
Dead of Winter: A Crossroads Game,South Korea,12
Dead of Winter: A Crossroads Game,Spain,67
Dead of Winter: A Crossroads Game,Sweden,12
Dead of Winter: A Crossroads Game,Switzerland,3
Dead of Winter: A Crossroads Game,Taiwan,4
Dead of Winter: A Crossroads Game,Thailand,4
Dead of Winter: A Crossroads Game,Turkey,1
Dead of Winter: A Crossroads Game,Ukraine,4
Dead of Winter: A Crossroads Game,USA,640
Dead of Winter: A Crossroads Game,Uruguay,3
Dead of Winter: A Crossroads Game,Venezuela,1
Diamant,Argentina,8
Diamant,Australia,46
Diamant,Austria,3
Diamant,Belarus,1
Diamant,Belgium,11
Diamant,Brazil,22
Diamant,Brunei,1
Diamant,Canada,96
Diamant,Chile,9
Diamant,China,4
Diamant,Colombia,1
Diamant,Croatia,1
Diamant,Czech Republic,2
Diamant,Denmark,5
Diamant,England,7
Diamant,Estonia,3
Diamant,Finland,20
Diamant,France,16
Diamant,Germany,61
Diamant,Greece,14
Diamant,Guatemala,1
Diamant,Hungary,3
Diamant,India,1
Diamant,Indonesia,1
Diamant,Ireland,2
Diamant,Israel,6
Diamant,Italy,17
Diamant,Japan,28
Diamant,Latvia,1
Diamant,Malaysia,5
Diamant,Mexico,6
Diamant,Netherlands,11
Diamant,New Zealand,13
Diamant,Norway,11
Diamant,Philippines,2
Diamant,Poland,13
Diamant,Portugal,7
Diamant,Romania,2
Diamant,Russia,1
Diamant,Saudi Arabia,1
Diamant,Republic of Serbia,2
Diamant,Slovenia,3
Diamant,South Africa,3
Diamant,South Korea,13
Diamant,Spain,76
Diamant,Sweden,17
Diamant,Switzerland,3
Diamant,Taiwan,11
Diamant,Thailand,7
Diamant,Ukraine,1
Diamant,USA,684
Diamant,Uruguay,1
Diamant,Vietnam,1
Diplomacy,Argentina,2
Diplomacy,Australia,34
Diplomacy,Austria,6
Diplomacy,Belgium,12
Diplomacy,Brazil,18
Diplomacy,Canada,115
Diplomacy,Chile,2
Diplomacy,China,1
Diplomacy,Czech Republic,1
Diplomacy,Denmark,10
Diplomacy,England,4
Diplomacy,Finland,18
Diplomacy,France,17
Diplomacy,Germany,59
Diplomacy,Greece,10
Diplomacy,Hungary,4
Diplomacy,Iceland,1
Diplomacy,India,1
Diplomacy,Indonesia,1
Diplomacy,Ireland,5
Diplomacy,Israel,2
Diplomacy,Italy,32
Diplomacy,Japan,6
Diplomacy,Latvia,1
Diplomacy,Lithuania,1
Diplomacy,Mexico,4
Diplomacy,Moldova,1
Diplomacy,Netherlands,19
Diplomacy,New Zealand,9
Diplomacy,Norway,10
Diplomacy,Peru,2
Diplomacy,Philippines,1
Diplomacy,Poland,5
Diplomacy,Portugal,9
Diplomacy,Russia,3
Diplomacy,Republic of Serbia,2
Diplomacy,Slovenia,1
Diplomacy,South Korea,3
Diplomacy,Spain,24
Diplomacy,Sweden,25
Diplomacy,Switzerland,2
Diplomacy,Taiwan,1
Diplomacy,Turkey,1
Diplomacy,Ukraine,1
Diplomacy,USA,601
Diplomacy,Venezuela,2
Dixit,Argentina,26
Dixit,Australia,83
Dixit,Austria,11
Dixit,The Bahamas,1
Dixit,Belarus,3
Dixit,Belgium,45
Dixit,Bolivia,1
Dixit,Brazil,97
Dixit,Bulgaria,10
Dixit,Canada,187
Dixit,Chile,20
Dixit,China,27
Dixit,Colombia,5
Dixit,Costa Rica,2
Dixit,Croatia,10
Dixit,Czech Republic,18
Dixit,Denmark,14
Dixit,England,10
Dixit,Estonia,6
Dixit,Finland,28
Dixit,France,35
Dixit,Germany,111
Dixit,Greece,49
Dixit,Hungary,25
Dixit,Iceland,2
Dixit,India,4
Dixit,Indonesia,5
Dixit,Ireland,16
Dixit,Israel,14
Dixit,Italy,69
Dixit,Japan,37
Dixit,Latvia,8
Dixit,Lithuania,17
Dixit,Luxembourg,3
Dixit,Macedonia,2
Dixit,Malaysia,8
Dixit,Mexico,20
Dixit,Moldova,1
Dixit,Netherlands,33
Dixit,New Zealand,19
Dixit,Norway,14
Dixit,Peru,3
Dixit,Philippines,8
Dixit,Poland,123
Dixit,Portugal,25
Dixit,Qatar,2
Dixit,Romania,16
Dixit,Russia,22
Dixit,Saudi Arabia,3
Dixit,Republic of Serbia,10
Dixit,Slovakia,4
Dixit,Slovenia,4
Dixit,South Africa,4
Dixit,South Korea,28
Dixit,Spain,159
Dixit,Sweden,34
Dixit,Switzerland,9
Dixit,Taiwan,32
Dixit,Thailand,16
Dixit,Turkey,1
Dixit,Uganda,1
Dixit,Ukraine,12
Dixit,USA,1075
Dixit,Uruguay,4
Dixit,Venezuela,2
Dixit,Vietnam,2
Dominion,Argentina,21
Dominion,Australia,123
Dominion,Austria,20
Dominion,Belarus,2
Dominion,Belgium,57
Dominion,Bolivia,2
Dominion,Brazil,75
Dominion,Brunei,1
Dominion,Bulgaria,7
Dominion,Canada,384
Dominion,Chile,16
Dominion,China,31
Dominion,Colombia,5
Dominion,Costa Rica,1
Dominion,Croatia,6
Dominion,Czech Republic,24
Dominion,Denmark,29
Dominion,Ecuador,2
Dominion,England,14
Dominion,Estonia,7
Dominion,Finland,53
Dominion,France,38
Dominion,Germany,291
Dominion,Greece,44
Dominion,Guatemala,2
Dominion,Hungary,24
Dominion,Iceland,2
Dominion,India,5
Dominion,Indonesia,3
Dominion,Iraq,1
Dominion,Ireland,13
Dominion,Israel,15
Dominion,Italy,65
Dominion,Japan,46
Dominion,Latvia,9
Dominion,Lithuania,16
Dominion,Luxembourg,4
Dominion,Malaysia,11
Dominion,Mexico,18
Dominion,Moldova,2
Dominion,Netherlands,63
Dominion,New Zealand,29
Dominion,Norway,31
Dominion,Peru,6
Dominion,Philippines,3
Dominion,Poland,110
Dominion,Portugal,20
Dominion,Romania,19
Dominion,Russia,26
Dominion,Saudi Arabia,1
Dominion,Republic of Serbia,7
Dominion,Slovakia,4
Dominion,Slovenia,4
Dominion,South Africa,8
Dominion,South Korea,35
Dominion,Spain,189
Dominion,Sweden,72
Dominion,Switzerland,23
Dominion,Taiwan,39
Dominion,Thailand,12
Dominion,Trinidad and Tobago,1
Dominion,Uganda,1
Dominion,Ukraine,9
Dominion,USA,2646
Dominion,Uruguay,3
Dominion,Venezuela,3
Dominion,Vietnam,3
Dominion: Intrigue,Argentina,7
Dominion: Intrigue,Australia,50
Dominion: Intrigue,Austria,14
Dominion: Intrigue,Azerbaijan,1
Dominion: Intrigue,Belarus,2
Dominion: Intrigue,Belgium,23
Dominion: Intrigue,Bolivia,2
Dominion: Intrigue,Brazil,21
Dominion: Intrigue,Bulgaria,1
Dominion: Intrigue,Canada,162
Dominion: Intrigue,Chile,7
Dominion: Intrigue,China,20
Dominion: Intrigue,Colombia,2
Dominion: Intrigue,Croatia,2
Dominion: Intrigue,Czech Republic,14
Dominion: Intrigue,Denmark,11
Dominion: Intrigue,England,8
Dominion: Intrigue,Estonia,5
Dominion: Intrigue,Finland,23
Dominion: Intrigue,France,21
Dominion: Intrigue,Germany,122
Dominion: Intrigue,Greece,13
Dominion: Intrigue,Hungary,7
Dominion: Intrigue,India,1
Dominion: Intrigue,Indonesia,3
Dominion: Intrigue,Ireland,4
Dominion: Intrigue,Israel,7
Dominion: Intrigue,Italy,30
Dominion: Intrigue,Japan,20
Dominion: Intrigue,Latvia,7
Dominion: Intrigue,Lithuania,6
Dominion: Intrigue,Luxembourg,3
Dominion: Intrigue,Malaysia,5
Dominion: Intrigue,Mexico,6
Dominion: Intrigue,Netherlands,27
Dominion: Intrigue,New Zealand,15
Dominion: Intrigue,Norway,16
Dominion: Intrigue,Peru,1
Dominion: Intrigue,Philippines,3
Dominion: Intrigue,Poland,56
Dominion: Intrigue,Portugal,4
Dominion: Intrigue,Qatar,1
Dominion: Intrigue,Romania,8
Dominion: Intrigue,Russia,13
Dominion: Intrigue,Republic of Serbia,2
Dominion: Intrigue,Slovakia,2
Dominion: Intrigue,Slovenia,1
Dominion: Intrigue,South Africa,4
Dominion: Intrigue,South Korea,25
Dominion: Intrigue,Spain,74
Dominion: Intrigue,Sweden,28
Dominion: Intrigue,Switzerland,14
Dominion: Intrigue,Taiwan,16
Dominion: Intrigue,Thailand,7
Dominion: Intrigue,Ukraine,8
Dominion: Intrigue,USA,1090
Dominion: Intrigue,Uruguay,1
Dominion: Intrigue,Venezuela,2
Dominion: Intrigue,Vietnam,2
Eclipse,Argentina,4
Eclipse,Australia,26
Eclipse,Austria,7
Eclipse,Azerbaijan,1
Eclipse,Belarus,2
Eclipse,Belgium,13
Eclipse,Brazil,35
Eclipse,Bulgaria,2
Eclipse,Canada,104
Eclipse,Chile,3
Eclipse,China,11
Eclipse,Colombia,1
Eclipse,Croatia,4
Eclipse,Czech Republic,5
Eclipse,Denmark,7
Eclipse,Ecuador,1
Eclipse,England,6
Eclipse,Estonia,2
Eclipse,Finland,34
Eclipse,France,16
Eclipse,Germany,74
Eclipse,Greece,13
Eclipse,Hungary,4
Eclipse,Iceland,1
Eclipse,India,2
Eclipse,Indonesia,1
Eclipse,Ireland,4
Eclipse,Israel,4
Eclipse,Italy,34
Eclipse,Japan,6
Eclipse,Latvia,6
Eclipse,Lithuania,5
Eclipse,Luxembourg,1
Eclipse,Malaysia,2
Eclipse,Mexico,1
Eclipse,Netherlands,14
Eclipse,New Zealand,7
Eclipse,Norway,9
Eclipse,Peru,1
Eclipse,Philippines,1
Eclipse,Poland,39
Eclipse,Portugal,4
Eclipse,Romania,3
Eclipse,Russia,13
Eclipse,Republic of Serbia,3
Eclipse,Slovakia,1
Eclipse,South Africa,4
Eclipse,South Korea,9
Eclipse,Spain,66
Eclipse,Sweden,20
Eclipse,Switzerland,6
Eclipse,Taiwan,7
Eclipse,Thailand,5
Eclipse,Ukraine,8
Eclipse,USA,600
Eclipse,Venezuela,3
Eclipse,Vietnam,1
El Grande,Argentina,11
El Grande,Australia,55
El Grande,Austria,21
El Grande,Belgium,51
El Grande,Brazil,35
El Grande,Bulgaria,1
El Grande,Canada,155
El Grande,Chile,9
El Grande,China,8
El Grande,Colombia,4
El Grande,Croatia,5
El Grande,Czech Republic,10
El Grande,Denmark,15
El Grande,England,8
El Grande,Estonia,3
El Grande,Finland,29
El Grande,France,20
El Grande,Germany,228
El Grande,Greece,21
El Grande,Hungary,12
El Grande,India,1
El Grande,Indonesia,3
El Grande,Ireland,6
El Grande,Israel,12
El Grande,Italy,55
El Grande,Japan,33
El Grande,Latvia,3
El Grande,Lithuania,4
El Grande,Luxembourg,1
El Grande,Malaysia,7
El Grande,Mexico,9
El Grande,Moldova,1
El Grande,Netherlands,55
El Grande,New Zealand,17
El Grande,Norway,19
El Grande,Peru,1
El Grande,Philippines,2
El Grande,Poland,41
El Grande,Portugal,10
El Grande,Qatar,1
El Grande,Romania,5
El Grande,Russia,1
El Grande,Saudi Arabia,1
El Grande,Republic of Serbia,3
El Grande,Slovakia,1
El Grande,Slovenia,3
El Grande,South Africa,4
El Grande,South Korea,28
El Grande,Spain,116
El Grande,Sweden,40
El Grande,Switzerland,14
El Grande,Taiwan,17
El Grande,Thailand,6
El Grande,Ukraine,2
El Grande,USA,894
El Grande,Venezuela,3
Elfenland,Argentina,2
Elfenland,Australia,18
Elfenland,Austria,9
Elfenland,Belarus,2
Elfenland,Belgium,30
Elfenland,Brazil,18
Elfenland,Brunei,1
Elfenland,Canada,58
Elfenland,Chile,4
Elfenland,China,2
Elfenland,Colombia,1
Elfenland,Czech Republic,7
Elfenland,Denmark,6
Elfenland,England,3
Elfenland,Estonia,4
Elfenland,Finland,13
Elfenland,France,10
Elfenland,Germany,107
Elfenland,Greece,7
Elfenland,Hungary,7
Elfenland,India,2
Elfenland,Indonesia,1
Elfenland,Ireland,1
Elfenland,Israel,3
Elfenland,Italy,34
Elfenland,Japan,29
Elfenland,Lithuania,1
Elfenland,Malaysia,1
Elfenland,Netherlands,41
Elfenland,New Zealand,11
Elfenland,Norway,13
Elfenland,Poland,8
Elfenland,Portugal,5
Elfenland,Romania,1
Elfenland,Russia,4
Elfenland,Saudi Arabia,1
Elfenland,Republic of Serbia,2
Elfenland,Slovakia,1
Elfenland,Slovenia,1
Elfenland,South Africa,2
Elfenland,South Korea,12
Elfenland,Spain,28
Elfenland,Sweden,28
Elfenland,Switzerland,4
Elfenland,Taiwan,5
Elfenland,Thailand,1
Elfenland,Ukraine,2
Elfenland,USA,475
Elfenland,Venezuela,1
Five Tribes,Argentina,9
Five Tribes,Australia,42
Five Tribes,Austria,3
Five Tribes,Belarus,1
Five Tribes,Belgium,14
Five Tribes,Brazil,33
Five Tribes,Bulgaria,4
Five Tribes,Canada,107
Five Tribes,Chile,4
Five Tribes,China,10
Five Tribes,Colombia,4
Five Tribes,Costa Rica,1
Five Tribes,Croatia,1
Five Tribes,Czech Republic,3
Five Tribes,Denmark,5
Five Tribes,England,5
Five Tribes,Estonia,3
Five Tribes,Finland,4
Five Tribes,France,22
Five Tribes,Germany,48
Five Tribes,Greece,18
Five Tribes,Guatemala,1
Five Tribes,Hungary,9
Five Tribes,Iceland,1
Five Tribes,India,4
Five Tribes,Indonesia,1
Five Tribes,Ireland,5
Five Tribes,Israel,4
Five Tribes,Italy,23
Five Tribes,Japan,8
Five Tribes,Kenya,1
Five Tribes,Latvia,3
Five Tribes,Lebanon,1
Five Tribes,Lithuania,6
Five Tribes,Luxembourg,2
Five Tribes,Malaysia,4
Five Tribes,Mexico,8
Five Tribes,Netherlands,23
Five Tribes,New Zealand,8
Five Tribes,Norway,6
Five Tribes,Peru,2
Five Tribes,Philippines,7
Five Tribes,Poland,35
Five Tribes,Portugal,11
Five Tribes,Qatar,1
Five Tribes,Romania,7
Five Tribes,Russia,7
Five Tribes,Republic of Serbia,5
Five Tribes,Slovakia,2
Five Tribes,Slovenia,1
Five Tribes,South Africa,4
Five Tribes,South Korea,14
Five Tribes,Spain,44
Five Tribes,Sweden,22
Five Tribes,Switzerland,6
Five Tribes,Taiwan,10
Five Tribes,Thailand,3
Five Tribes,Ukraine,5
Five Tribes,USA,602
Five Tribes,Venezuela,2
Five Tribes,Vietnam,2
Flash Point: Fire Rescue,Argentina,7
Flash Point: Fire Rescue,Australia,33
Flash Point: Fire Rescue,Austria,5
Flash Point: Fire Rescue,Belgium,14
Flash Point: Fire Rescue,Bolivia,1
Flash Point: Fire Rescue,Brazil,21
Flash Point: Fire Rescue,Bulgaria,1
Flash Point: Fire Rescue,Canada,95
Flash Point: Fire Rescue,Chile,6
Flash Point: Fire Rescue,China,3
Flash Point: Fire Rescue,Colombia,1
Flash Point: Fire Rescue,Czech Republic,8
Flash Point: Fire Rescue,Denmark,1
Flash Point: Fire Rescue,England,3
Flash Point: Fire Rescue,Finland,5
Flash Point: Fire Rescue,France,5
Flash Point: Fire Rescue,Germany,48
Flash Point: Fire Rescue,Greece,13
Flash Point: Fire Rescue,Guatemala,1
Flash Point: Fire Rescue,Hungary,3
Flash Point: Fire Rescue,India,2
Flash Point: Fire Rescue,Indonesia,1
Flash Point: Fire Rescue,Ireland,4
Flash Point: Fire Rescue,Italy,13
Flash Point: Fire Rescue,Japan,8
Flash Point: Fire Rescue,Latvia,1
Flash Point: Fire Rescue,Lithuania,1
Flash Point: Fire Rescue,Luxembourg,1
Flash Point: Fire Rescue,Malaysia,1
Flash Point: Fire Rescue,Mexico,7
Flash Point: Fire Rescue,Netherlands,24
Flash Point: Fire Rescue,New Zealand,8
Flash Point: Fire Rescue,Norway,7
Flash Point: Fire Rescue,Philippines,2
Flash Point: Fire Rescue,Poland,20
Flash Point: Fire Rescue,Portugal,3
Flash Point: Fire Rescue,Qatar,1
Flash Point: Fire Rescue,Romania,1
Flash Point: Fire Rescue,Russia,5
Flash Point: Fire Rescue,Republic of Serbia,1
Flash Point: Fire Rescue,Slovenia,1
Flash Point: Fire Rescue,South Africa,3
Flash Point: Fire Rescue,South Korea,7
Flash Point: Fire Rescue,Spain,70
Flash Point: Fire Rescue,Sweden,10
Flash Point: Fire Rescue,Switzerland,2
Flash Point: Fire Rescue,Taiwan,2
Flash Point: Fire Rescue,Thailand,6
Flash Point: Fire Rescue,Ukraine,2
Flash Point: Fire Rescue,USA,550
Flash Point: Fire Rescue,Uruguay,1
Fluxx,Argentina,3
Fluxx,Australia,30
Fluxx,Austria,1
Fluxx,Belarus,1
Fluxx,Belgium,6
Fluxx,Brazil,9
Fluxx,Brunei,1
Fluxx,Canada,69
Fluxx,Chile,5
Fluxx,China,4
Fluxx,Colombia,1
Fluxx,Denmark,6
Fluxx,England,3
Fluxx,Estonia,1
Fluxx,Finland,17
Fluxx,France,1
Fluxx,Germany,41
Fluxx,Greece,1
Fluxx,Hungary,1
Fluxx,India,1
Fluxx,Indonesia,1
Fluxx,Ireland,4
Fluxx,Israel,7
Fluxx,Italy,8
Fluxx,Japan,4
Fluxx,Malaysia,4
Fluxx,Mexico,2
Fluxx,Netherlands,18
Fluxx,New Zealand,6
Fluxx,Norway,5
Fluxx,Philippines,2
Fluxx,Poland,5
Fluxx,Qatar,1
Fluxx,Romania,2
Fluxx,Russia,4
Fluxx,Republic of Serbia,1
Fluxx,Slovakia,1
Fluxx,South Africa,1
Fluxx,South Korea,8
Fluxx,Spain,13
Fluxx,Sweden,27
Fluxx,Switzerland,3
Fluxx,Taiwan,1
Fluxx,Turkey,1
Fluxx,USA,1008
For Sale,Argentina,1
For Sale,Australia,52
For Sale,Austria,3
For Sale,Belarus,1
For Sale,Belgium,8
For Sale,Brazil,29
For Sale,Brunei,1
For Sale,Canada,152
For Sale,Chile,5
For Sale,China,12
For Sale,Colombia,1
For Sale,Croatia,1
For Sale,Czech Republic,4
For Sale,Denmark,4
For Sale,England,8
For Sale,Estonia,6
For Sale,Finland,22
For Sale,France,9
For Sale,Germany,35
For Sale,Greece,22
For Sale,Hungary,9
For Sale,Iceland,1
For Sale,India,5
For Sale,Indonesia,2
For Sale,Ireland,4
For Sale,Israel,9
For Sale,Italy,18
For Sale,Japan,17
For Sale,Latvia,5
For Sale,Lithuania,4
For Sale,Malaysia,6
For Sale,Mexico,4
For Sale,Moldova,1
For Sale,Netherlands,18
For Sale,New Zealand,16
For Sale,Norway,10
For Sale,Philippines,3
For Sale,Poland,25
For Sale,Portugal,8
For Sale,Romania,1
For Sale,Russia,5
For Sale,Saudi Arabia,1
For Sale,Republic of Serbia,4
For Sale,Slovakia,1
For Sale,Slovenia,2
For Sale,South Africa,5
For Sale,South Korea,21
For Sale,Spain,51
For Sale,Sweden,21
For Sale,Switzerland,2
For Sale,Taiwan,18
For Sale,Thailand,12
For Sale,Turkey,2
For Sale,Uganda,1
For Sale,Ukraine,2
For Sale,USA,886
For Sale,Venezuela,1
For Sale,Vietnam,1
Forbidden Desert,Argentina,4
Forbidden Desert,Australia,34
Forbidden Desert,Austria,1
Forbidden Desert,Belarus,1
Forbidden Desert,Belgium,11
Forbidden Desert,Bolivia,1
Forbidden Desert,Brazil,18
Forbidden Desert,Bulgaria,1
Forbidden Desert,Canada,94
Forbidden Desert,Chile,4
Forbidden Desert,China,3
Forbidden Desert,Colombia,3
Forbidden Desert,Costa Rica,1
Forbidden Desert,Croatia,1
Forbidden Desert,Czech Republic,2
Forbidden Desert,Denmark,5
Forbidden Desert,England,6
Forbidden Desert,Finland,7
Forbidden Desert,France,7
Forbidden Desert,Germany,34
Forbidden Desert,Greece,3
Forbidden Desert,Honduras,1
Forbidden Desert,Hungary,5
Forbidden Desert,Iceland,1
Forbidden Desert,India,2
Forbidden Desert,Indonesia,1
Forbidden Desert,Ireland,4
Forbidden Desert,Israel,5
Forbidden Desert,Italy,8
Forbidden Desert,Japan,5
Forbidden Desert,Latvia,2
Forbidden Desert,Lithuania,4
Forbidden Desert,Malaysia,1
Forbidden Desert,Mexico,12
Forbidden Desert,Netherlands,15
Forbidden Desert,New Zealand,8
Forbidden Desert,Norway,6
Forbidden Desert,Peru,1
Forbidden Desert,Philippines,2
Forbidden Desert,Poland,7
Forbidden Desert,Portugal,4
Forbidden Desert,Qatar,1
Forbidden Desert,Romania,7
Forbidden Desert,Russia,2
Forbidden Desert,Republic of Serbia,2
Forbidden Desert,Slovakia,1
Forbidden Desert,Slovenia,3
Forbidden Desert,South Africa,4
Forbidden Desert,South Korea,8
Forbidden Desert,Spain,35
Forbidden Desert,Sri Lanka,1
Forbidden Desert,Sweden,10
Forbidden Desert,Switzerland,2
Forbidden Desert,Taiwan,7
Forbidden Desert,Thailand,4
Forbidden Desert,Ukraine,2
Forbidden Desert,USA,648
Forbidden Desert,Uruguay,1
Forbidden Desert,Vietnam,2
Forbidden Island,Argentina,18
Forbidden Island,Australia,67
Forbidden Island,Austria,6
Forbidden Island,Belarus,3
Forbidden Island,Belgium,24
Forbidden Island,Bolivia,1
Forbidden Island,Brazil,40
Forbidden Island,Bulgaria,3
Forbidden Island,Canada,159
Forbidden Island,Chile,15
Forbidden Island,China,8
Forbidden Island,Colombia,4
Forbidden Island,Costa Rica,2
Forbidden Island,Czech Republic,5
Forbidden Island,Denmark,9
Forbidden Island,England,12
Forbidden Island,Estonia,3
Forbidden Island,Finland,18
Forbidden Island,France,15
Forbidden Island,Germany,75
