,Game,Country,AverageRating
0,6 nimmt!,Argentina,7.57
1,6 nimmt!,Australia,7.17
2,6 nimmt!,Austria,7.53
3,6 nimmt!,Belarus,7.5
4,6 nimmt!,Belgium,7.55
5,6 nimmt!,Bolivia,7.0
6,6 nimmt!,Brazil,7.28
7,6 nimmt!,Brunei,8.0
8,6 nimmt!,Bulgaria,5.67
9,6 nimmt!,Canada,7.21
10,6 nimmt!,Chile,7.99
11,6 nimmt!,China,7.1
12,6 nimmt!,Colombia,7.57
13,6 nimmt!,Croatia,6.0
14,6 nimmt!,Czech Republic,7.7
15,6 nimmt!,Denmark,6.19
16,6 nimmt!,England,7.5
17,6 nimmt!,Estonia,7.08
18,6 nimmt!,Finland,7.32
19,6 nimmt!,France,6.93
20,6 nimmt!,Germany,7.58
21,6 nimmt!,Greece,7.07
22,6 nimmt!,Hungary,7.31
23,6 nimmt!,Iceland,6.0
24,6 nimmt!,India,7.0
25,6 nimmt!,Ireland,8.0
26,6 nimmt!,Israel,6.8
27,6 nimmt!,Italy,7.06
28,6 nimmt!,Japan,6.99
29,6 nimmt!,Latvia,6.74
30,6 nimmt!,Lithuania,7.71
31,6 nimmt!,Luxembourg,7.0
32,6 nimmt!,Malaysia,8.08
33,6 nimmt!,Mexico,8.0
34,6 nimmt!,Netherlands,7.25
35,6 nimmt!,New Zealand,6.91
36,6 nimmt!,Norway,6.77
37,6 nimmt!,Philippines,9.0
38,6 nimmt!,Poland,7.43
39,6 nimmt!,Portugal,6.63
40,6 nimmt!,Romania,7.8
41,6 nimmt!,Russia,6.5
42,6 nimmt!,Saudi Arabia,7.0
43,6 nimmt!,Republic of Serbia,7.7
44,6 nimmt!,Slovakia,7.0
45,6 nimmt!,South Africa,7.33
46,6 nimmt!,South Korea,7.43
47,6 nimmt!,Spain,7.58
48,6 nimmt!,Sweden,7.01
49,6 nimmt!,Switzerland,7.75
50,6 nimmt!,Taiwan,7.44
51,6 nimmt!,Thailand,7.5
52,6 nimmt!,Ukraine,7.67
53,6 nimmt!,USA,7.14
54,6 nimmt!,Uruguay,10.0
55,6 nimmt!,Vietnam,6.0
56,7 Wonders,Argentina,8.12
57,7 Wonders,Australia,8.05
58,7 Wonders,Austria,8.5
59,7 Wonders,Belarus,8.25
60,7 Wonders,Belgium,8.33
61,7 Wonders,Bolivia,9.0
62,7 Wonders,Brazil,8.71
63,7 Wonders,Brunei,9.0
64,7 Wonders,Bulgaria,8.35
65,7 Wonders,Canada,8.31
66,7 Wonders,Chile,8.17
67,7 Wonders,China,8.23
68,7 Wonders,Colombia,8.09
69,7 Wonders,Costa Rica,7.5
70,7 Wonders,Croatia,8.04
71,7 Wonders,Czech Republic,7.65
72,7 Wonders,Denmark,7.99
73,7 Wonders,England,7.74
74,7 Wonders,Estonia,9.17
75,7 Wonders,Finland,8.44
76,7 Wonders,France,8.59
77,7 Wonders,Germany,8.41
78,7 Wonders,Greece,8.34
79,7 Wonders,Guatemala,9.5
80,7 Wonders,Honduras,8.0
81,7 Wonders,Hungary,8.46
82,7 Wonders,Iceland,8.13
83,7 Wonders,India,8.0
84,7 Wonders,Indonesia,8.63
85,7 Wonders,Iran,7.9
86,7 Wonders,Iraq,9.0
87,7 Wonders,Ireland,8.3
88,7 Wonders,Israel,8.03
89,7 Wonders,Italy,7.9
90,7 Wonders,Japan,7.43
91,7 Wonders,Latvia,8.4
92,7 Wonders,Lebanon,7.0
93,7 Wonders,Lithuania,8.05
94,7 Wonders,Luxembourg,8.0
95,7 Wonders,Macedonia,8.5
96,7 Wonders,Malaysia,8.33
97,7 Wonders,Mexico,8.86
98,7 Wonders,Moldova,8.75
99,7 Wonders,Netherlands,7.96
100,7 Wonders,New Zealand,7.79
101,7 Wonders,Norway,8.62
102,7 Wonders,Peru,8.63
103,7 Wonders,Philippines,8.5
104,7 Wonders,Poland,8.43
105,7 Wonders,Portugal,8.41
106,7 Wonders,Qatar,8.0
107,7 Wonders,Romania,8.61
108,7 Wonders,Russia,8.88
109,7 Wonders,Saudi Arabia,7.5
110,7 Wonders,Republic of Serbia,8.98
111,7 Wonders,Slovakia,8.98
112,7 Wonders,Slovenia,8.67
113,7 Wonders,South Africa,8.7
114,7 Wonders,South Korea,7.44
115,7 Wonders,Spain,8.17
116,7 Wonders,Sri Lanka,9.0
117,7 Wonders,Sweden,8.1
118,7 Wonders,Switzerland,8.02
119,7 Wonders,Taiwan,8.06
120,7 Wonders,Thailand,8.23
121,7 Wonders,Turkey,8.5
122,7 Wonders,Uganda,7.0
123,7 Wonders,Ukraine,8.17
124,7 Wonders,USA,8.23
125,7 Wonders,Uruguay,9.03
126,7 Wonders,Venezuela,9.0
127,7 Wonders,Vietnam,8.0
128,7 Wonders Duel,Argentina,8.65
129,7 Wonders Duel,Australia,8.22
130,7 Wonders Duel,Austria,8.27
131,7 Wonders Duel,Belarus,7.5
132,7 Wonders Duel,Belgium,8.59
133,7 Wonders Duel,Bolivia,9.0
134,7 Wonders Duel,Brazil,8.82
135,7 Wonders Duel,Bulgaria,9.33
136,7 Wonders Duel,Canada,8.38
137,7 Wonders Duel,Chile,8.97
138,7 Wonders Duel,China,8.36
139,7 Wonders Duel,Colombia,8.17
140,7 Wonders Duel,Croatia,8.0
141,7 Wonders Duel,Czech Republic,9.11
142,7 Wonders Duel,Denmark,7.67
143,7 Wonders Duel,Ecuador,8.25
144,7 Wonders Duel,England,8.55
145,7 Wonders Duel,Estonia,8.83
146,7 Wonders Duel,Finland,8.05
147,7 Wonders Duel,France,8.65
148,7 Wonders Duel,Germany,8.43
149,7 Wonders Duel,Greece,8.67
150,7 Wonders Duel,Guatemala,7.0
151,7 Wonders Duel,Hungary,8.0
152,7 Wonders Duel,Iceland,9.0
153,7 Wonders Duel,India,8.75
154,7 Wonders Duel,Indonesia,8.75
155,7 Wonders Duel,Iran,6.5
156,7 Wonders Duel,Ireland,9.08
157,7 Wonders Duel,Israel,8.8
158,7 Wonders Duel,Italy,8.09
159,7 Wonders Duel,Japan,7.89
160,7 Wonders Duel,Latvia,8.54
161,7 Wonders Duel,Lebanon,8.0
162,7 Wonders Duel,Lithuania,8.64
163,7 Wonders Duel,Luxembourg,7.0
164,7 Wonders Duel,Malaysia,8.5
165,7 Wonders Duel,Mexico,9.08
166,7 Wonders Duel,Moldova,10.0
167,7 Wonders Duel,Netherlands,8.3
168,7 Wonders Duel,New Zealand,8.15
169,7 Wonders Duel,Norway,8.67
170,7 Wonders Duel,Paraguay,9.0
171,7 Wonders Duel,Philippines,8.75
172,7 Wonders Duel,Poland,8.86
173,7 Wonders Duel,Portugal,8.56
174,7 Wonders Duel,Qatar,7.4
175,7 Wonders Duel,Romania,8.87
176,7 Wonders Duel,Russia,8.45
177,7 Wonders Duel,Rwanda,7.0
178,7 Wonders Duel,Saudi Arabia,8.0
179,7 Wonders Duel,Republic of Serbia,9.33
180,7 Wonders Duel,Slovakia,8.43
181,7 Wonders Duel,Slovenia,9.33
182,7 Wonders Duel,South Africa,7.95
183,7 Wonders Duel,South Korea,7.85
184,7 Wonders Duel,Spain,8.48
185,7 Wonders Duel,Sweden,7.85
186,7 Wonders Duel,Switzerland,8.36
187,7 Wonders Duel,Taiwan,8.43
188,7 Wonders Duel,Thailand,8.89
189,7 Wonders Duel,Ukraine,8.59
190,7 Wonders Duel,USA,8.39
191,7 Wonders Duel,Uruguay,9.0
192,7 Wonders Duel,Venezuela,10.0
193,7 Wonders Duel,Vietnam,9.38
194,A Game of Thrones: The Board Game (Second Edition),Argentina,8.47
195,A Game of Thrones: The Board Game (Second Edition),Australia,7.3
196,A Game of Thrones: The Board Game (Second Edition),Austria,9.0
197,A Game of Thrones: The Board Game (Second Edition),Belarus,7.25
198,A Game of Thrones: The Board Game (Second Edition),Belgium,8.1
199,A Game of Thrones: The Board Game (Second Edition),Bolivia,8.0
200,A Game of Thrones: The Board Game (Second Edition),Brazil,8.61
201,A Game of Thrones: The Board Game (Second Edition),Bulgaria,8.0
202,A Game of Thrones: The Board Game (Second Edition),Canada,7.99
203,A Game of Thrones: The Board Game (Second Edition),Chile,8.1
204,A Game of Thrones: The Board Game (Second Edition),China,7.43
205,A Game of Thrones: The Board Game (Second Edition),Colombia,8.75
206,A Game of Thrones: The Board Game (Second Edition),Croatia,7.55
207,A Game of Thrones: The Board Game (Second Edition),Czech Republic,7.22
208,A Game of Thrones: The Board Game (Second Edition),Denmark,6.25
209,A Game of Thrones: The Board Game (Second Edition),Ecuador,9.0
210,A Game of Thrones: The Board Game (Second Edition),England,6.0
211,A Game of Thrones: The Board Game (Second Edition),Estonia,8.53
212,A Game of Thrones: The Board Game (Second Edition),Finland,8.06
213,A Game of Thrones: The Board Game (Second Edition),France,7.67
214,A Game of Thrones: The Board Game (Second Edition),Germany,8.04
215,A Game of Thrones: The Board Game (Second Edition),Greece,8.19
216,A Game of Thrones: The Board Game (Second Edition),Hungary,6.5
217,A Game of Thrones: The Board Game (Second Edition),Iceland,8.5
218,A Game of Thrones: The Board Game (Second Edition),India,10.0
219,A Game of Thrones: The Board Game (Second Edition),Indonesia,8.25
220,A Game of Thrones: The Board Game (Second Edition),Ireland,7.5
221,A Game of Thrones: The Board Game (Second Edition),Israel,6.71
222,A Game of Thrones: The Board Game (Second Edition),Italy,7.65
223,A Game of Thrones: The Board Game (Second Edition),Japan,4.0
224,A Game of Thrones: The Board Game (Second Edition),Latvia,7.8
225,A Game of Thrones: The Board Game (Second Edition),Lebanon,7.0
226,A Game of Thrones: The Board Game (Second Edition),Lithuania,8.33
227,A Game of Thrones: The Board Game (Second Edition),Macedonia,8.5
228,A Game of Thrones: The Board Game (Second Edition),Malaysia,9.28
229,A Game of Thrones: The Board Game (Second Edition),Mexico,6.56
230,A Game of Thrones: The Board Game (Second Edition),Moldova,9.0
231,A Game of Thrones: The Board Game (Second Edition),Netherlands,8.27
232,A Game of Thrones: The Board Game (Second Edition),New Zealand,7.6
233,A Game of Thrones: The Board Game (Second Edition),Norway,7.58
234,A Game of Thrones: The Board Game (Second Edition),Paraguay,8.0
235,A Game of Thrones: The Board Game (Second Edition),Peru,9.0
236,A Game of Thrones: The Board Game (Second Edition),Philippines,9.67
237,A Game of Thrones: The Board Game (Second Edition),Poland,8.21
238,A Game of Thrones: The Board Game (Second Edition),Portugal,8.59
239,A Game of Thrones: The Board Game (Second Edition),Qatar,7.6
240,A Game of Thrones: The Board Game (Second Edition),Romania,7.87
241,A Game of Thrones: The Board Game (Second Edition),Russia,8.0
242,A Game of Thrones: The Board Game (Second Edition),Republic of Serbia,8.33
243,A Game of Thrones: The Board Game (Second Edition),Slovakia,8.0
244,A Game of Thrones: The Board Game (Second Edition),Slovenia,10.0
245,A Game of Thrones: The Board Game (Second Edition),South Africa,7.2
246,A Game of Thrones: The Board Game (Second Edition),South Korea,7.0
247,A Game of Thrones: The Board Game (Second Edition),Spain,8.23
248,A Game of Thrones: The Board Game (Second Edition),Sweden,7.9
249,A Game of Thrones: The Board Game (Second Edition),Switzerland,8.38
250,A Game of Thrones: The Board Game (Second Edition),Taiwan,7.18
251,A Game of Thrones: The Board Game (Second Edition),Thailand,8.0
252,A Game of Thrones: The Board Game (Second Edition),Turkey,8.5
253,A Game of Thrones: The Board Game (Second Edition),Uganda,8.5
254,A Game of Thrones: The Board Game (Second Edition),Ukraine,8.93
255,A Game of Thrones: The Board Game (Second Edition),USA,7.82
256,A Game of Thrones: The Board Game (Second Edition),Uruguay,9.25
257,A Game of Thrones: The Board Game (Second Edition),Venezuela,7.0
258,A Game of Thrones: The Board Game (Second Edition),Vietnam,6.0
259,Acquire,Australia,7.17
260,Acquire,Austria,7.8
261,Acquire,Belgium,7.9
262,Acquire,Brazil,8.15
263,Acquire,Bulgaria,8.5
264,Acquire,Canada,7.69
265,Acquire,Chile,8.06
266,Acquire,China,7.91
267,Acquire,Colombia,9.0
268,Acquire,Croatia,7.0
269,Acquire,Czech Republic,5.0
270,Acquire,Denmark,7.29
271,Acquire,Ecuador,10.0
272,Acquire,England,8.0
273,Acquire,Estonia,10.0
274,Acquire,Finland,7.68
275,Acquire,France,6.63
276,Acquire,Germany,7.48
277,Acquire,Greece,7.42
278,Acquire,Guatemala,10.0
279,Acquire,Hungary,8.1
280,Acquire,Iceland,8.0
281,Acquire,India,8.67
282,Acquire,Indonesia,7.6
283,Acquire,Ireland,7.38
284,Acquire,Israel,7.75
285,Acquire,Italy,7.37
286,Acquire,Japan,7.83
287,Acquire,Latvia,7.67
288,Acquire,Lithuania,7.5
289,Acquire,Malaysia,7.64
290,Acquire,Mexico,8.17
291,Acquire,Moldova,10.0
292,Acquire,Netherlands,7.81
293,Acquire,New Zealand,7.18
294,Acquire,Norway,7.5
295,Acquire,Panama,8.0
296,Acquire,Philippines,7.75
297,Acquire,Poland,7.37
298,Acquire,Portugal,6.92
299,Acquire,Romania,8.88
300,Acquire,Russia,6.5
301,Acquire,Saudi Arabia,8.0
302,Acquire,Republic of Serbia,7.5
303,Acquire,Slovenia,7.67
304,Acquire,South Africa,7.0
305,Acquire,South Korea,8.14
306,Acquire,Spain,7.63
307,Acquire,Sweden,7.56
308,Acquire,Switzerland,6.6
309,Acquire,Taiwan,7.32
310,Acquire,Thailand,8.19
311,Acquire,Ukraine,6.0
312,Acquire,USA,7.83
313,Acquire,Venezuela,7.67
314,Agricola,Argentina,8.91
315,Agricola,Australia,8.17
316,Agricola,Austria,9.34
317,Agricola,Belarus,5.0
318,Agricola,Belgium,8.4
319,Agricola,Bolivia,9.0
320,Agricola,Brazil,8.86
321,Agricola,Bulgaria,8.67
322,Agricola,Canada,8.4
323,Agricola,Chile,8.79
324,Agricola,China,8.4
325,Agricola,Colombia,8.77
326,Agricola,Croatia,9.12
327,Agricola,Cyprus,8.0
328,Agricola,Czech Republic,8.5
329,Agricola,Denmark,8.8
330,Agricola,Ecuador,10.0
331,Agricola,England,8.61
332,Agricola,Estonia,8.2
333,Agricola,Finland,8.91
334,Agricola,France,8.67
335,Agricola,Germany,8.74
336,Agricola,Greece,8.75
337,Agricola,Guatemala,9.0
338,Agricola,Honduras,8.5
339,Agricola,Hungary,8.56
340,Agricola,Iceland,8.83
341,Agricola,India,8.33
342,Agricola,Indonesia,8.4
343,Agricola,Iran,8.0
344,Agricola,Ireland,8.64
345,Agricola,Israel,8.08
346,Agricola,Italy,8.34
347,Agricola,Japan,7.97
348,Agricola,Latvia,9.0
349,Agricola,Lithuania,8.88
350,Agricola,Luxembourg,9.0
351,Agricola,Malaysia,7.9
352,Agricola,Mexico,9.31
353,Agricola,Mongolia,10.0
354,Agricola,Netherlands,8.37
355,Agricola,New Zealand,7.99
356,Agricola,Norway,8.91
357,Agricola,Panama,9.5
358,Agricola,Peru,7.83
359,Agricola,Philippines,8.0
360,Agricola,Poland,8.42
361,Agricola,Portugal,8.03
362,Agricola,Qatar,7.2
363,Agricola,Romania,8.39
364,Agricola,Russia,8.28
365,Agricola,Republic of Serbia,8.89
366,Agricola,Slovakia,6.78
367,Agricola,Slovenia,9.0
368,Agricola,South Africa,8.0
369,Agricola,South Korea,8.24
370,Agricola,Spain,8.55
371,Agricola,Sweden,7.86
372,Agricola,Switzerland,8.53
373,Agricola,Taiwan,8.94
374,Agricola,Thailand,8.71
375,Agricola,Trinidad and Tobago,9.0
376,Agricola,Ukraine,7.61
377,Agricola,USA,8.28
378,Agricola,Uruguay,9.5
379,Agricola,Venezuela,7.5
380,Agricola,Vietnam,8.88
381,Alhambra,Argentina,7.76
382,Alhambra,Australia,7.4
383,Alhambra,Austria,7.88
384,Alhambra,Belgium,7.24
385,Alhambra,Brazil,7.95
386,Alhambra,Brunei,7.0
387,Alhambra,Bulgaria,7.8
388,Alhambra,Canada,7.65
389,Alhambra,Chile,7.17
390,Alhambra,China,7.74
391,Alhambra,Colombia,7.5
392,Alhambra,Croatia,7.63
393,Alhambra,Cyprus,8.0
394,Alhambra,Czech Republic,6.94
395,Alhambra,Denmark,7.0
396,Alhambra,England,7.01
397,Alhambra,Estonia,6.53
398,Alhambra,Finland,6.96
399,Alhambra,France,7.06
400,Alhambra,Germany,7.23
401,Alhambra,Greece,7.71
402,Alhambra,Guatemala,7.0
403,Alhambra,Hungary,7.44
404,Alhambra,Iceland,8.25
405,Alhambra,India,7.0
406,Alhambra,Indonesia,7.5
407,Alhambra,Ireland,7.38
408,Alhambra,Israel,7.13
409,Alhambra,Italy,7.48
410,Alhambra,Japan,7.27
411,Alhambra,Latvia,8.0
412,Alhambra,Lithuania,7.02
413,Alhambra,Luxembourg,6.33
414,Alhambra,Malaysia,7.38
415,Alhambra,Mexico,8.0
416,Alhambra,Moldova,8.0
417,Alhambra,Netherlands,7.72
418,Alhambra,New Zealand,7.36
419,Alhambra,Norway,7.2
420,Alhambra,Philippines,6.25
421,Alhambra,Poland,7.83
422,Alhambra,Portugal,7.68
423,Alhambra,Qatar,4.0
424,Alhambra,Romania,8.2
425,Alhambra,Russia,7.0
426,Alhambra,Saudi Arabia,9.0
427,Alhambra,Republic of Serbia,8.4
428,Alhambra,Slovakia,7.73
429,Alhambra,Slovenia,8.88
430,Alhambra,South Africa,7.0
431,Alhambra,South Korea,7.96
432,Alhambra,Spain,7.32
433,Alhambra,Sweden,7.26
434,Alhambra,Switzerland,7.25
435,Alhambra,Taiwan,7.98
436,Alhambra,Thailand,8.3
437,Alhambra,Uganda,6.5
438,Alhambra,Ukraine,7.0
439,Alhambra,USA,7.55
440,Alhambra,Venezuela,10.0
441,Android: Netrunner,Argentina,7.38
442,Android: Netrunner,Australia,7.79
443,Android: Netrunner,Austria,6.25
444,Android: Netrunner,Belgium,9.33
445,Android: Netrunner,Bolivia,8.0
446,Android: Netrunner,Brazil,8.01
447,Android: Netrunner,Bulgaria,7.67
448,Android: Netrunner,Canada,8.2
449,Android: Netrunner,Chile,7.92
450,Android: Netrunner,China,8.0
451,Android: Netrunner,Colombia,9.0
452,Android: Netrunner,Croatia,10.0
453,Android: Netrunner,Czech Republic,7.4
454,Android: Netrunner,Denmark,8.16
455,Android: Netrunner,England,6.25
456,Android: Netrunner,Finland,8.45
457,Android: Netrunner,France,8.23
458,Android: Netrunner,Germany,8.12
459,Android: Netrunner,Greece,8.39
460,Android: Netrunner,Guatemala,9.0
461,Android: Netrunner,Hungary,7.0
462,Android: Netrunner,Iceland,9.0
463,Android: Netrunner,Indonesia,9.0
464,Android: Netrunner,Ireland,7.0
465,Android: Netrunner,Israel,4.5
466,Android: Netrunner,Italy,7.95
467,Android: Netrunner,Japan,7.5
468,Android: Netrunner,Latvia,8.0
469,Android: Netrunner,Lithuania,8.84
470,Android: Netrunner,Luxembourg,8.0
471,Android: Netrunner,Macedonia,7.0
472,Android: Netrunner,Malaysia,8.5
473,Android: Netrunner,Mexico,7.9
474,Android: Netrunner,Netherlands,7.98
475,Android: Netrunner,New Zealand,7.62
476,Android: Netrunner,Norway,7.5
477,Android: Netrunner,Peru,7.0
478,Android: Netrunner,Philippines,7.33
479,Android: Netrunner,Poland,8.23
480,Android: Netrunner,Portugal,8.41
481,Android: Netrunner,Qatar,4.0
482,Android: Netrunner,Romania,9.44
483,Android: Netrunner,Russia,7.54
484,Android: Netrunner,Republic of Serbia,7.25
485,Android: Netrunner,Slovakia,9.5
486,Android: Netrunner,South Africa,9.0
487,Android: Netrunner,South Korea,7.51
488,Android: Netrunner,Spain,7.54
489,Android: Netrunner,Sweden,8.33
490,Android: Netrunner,Switzerland,8.0
491,Android: Netrunner,Taiwan,8.76
492,Android: Netrunner,Thailand,4.0
493,Android: Netrunner,Turkey,8.5
494,Android: Netrunner,Ukraine,8.95
495,Android: Netrunner,USA,7.92
496,Android: Netrunner,Venezuela,5.0
497,Android: Netrunner,Vietnam,9.0
498,Apples to Apples,Argentina,7.0
499,Apples to Apples,Australia,6.25
500,Apples to Apples,Austria,6.5
501,Apples to Apples,Belgium,6.0
502,Apples to Apples,Brazil,6.0
503,Apples to Apples,Canada,6.73
504,Apples to Apples,Chile,7.15
505,Apples to Apples,China,6.0
506,Apples to Apples,Colombia,6.0
507,Apples to Apples,Denmark,6.5
508,Apples to Apples,England,7.58
509,Apples to Apples,Finland,6.68
510,Apples to Apples,France,6.5
511,Apples to Apples,Germany,6.25
512,Apples to Apples,Greece,8.0
513,Apples to Apples,Guatemala,8.0
514,Apples to Apples,Hungary,6.5
515,Apples to Apples,India,6.5
516,Apples to Apples,Ireland,7.5
517,Apples to Apples,Israel,5.67
518,Apples to Apples,Italy,7.75
519,Apples to Apples,Japan,5.07
520,Apples to Apples,Malaysia,5.63
521,Apples to Apples,Mexico,6.5
522,Apples to Apples,Netherlands,7.5
523,Apples to Apples,New Zealand,7.07
524,Apples to Apples,Norway,7.0
525,Apples to Apples,Philippines,6.0
526,Apples to Apples,Poland,6.27
527,Apples to Apples,Russia,5.0
528,Apples to Apples,South Africa,5.0
529,Apples to Apples,South Korea,7.0
530,Apples to Apples,Spain,7.07
531,Apples to Apples,Sweden,6.83
532,Apples to Apples,Switzerland,7.5
533,Apples to Apples,Taiwan,8.0
534,Apples to Apples,USA,6.47
535,Apples to Apples,Uruguay,7.0
536,Apples to Apples,Venezuela,9.0
537,Arkham Horror,Argentina,6.55
538,Arkham Horror,Australia,7.13
539,Arkham Horror,Austria,7.58
540,Arkham Horror,Belarus,9.0
541,Arkham Horror,Belgium,7.29
542,Arkham Horror,Bolivia,9.0
543,Arkham Horror,Brazil,8.24
544,Arkham Horror,Bulgaria,9.0
545,Arkham Horror,Canada,7.53
546,Arkham Horror,Chile,7.36
547,Arkham Horror,China,7.57
548,Arkham Horror,Colombia,8.0
549,Arkham Horror,Croatia,7.8
550,Arkham Horror,Czech Republic,6.38
551,Arkham Horror,Denmark,7.64
552,Arkham Horror,England,8.33
553,Arkham Horror,Estonia,8.3
554,Arkham Horror,Finland,7.41
555,Arkham Horror,France,7.54
556,Arkham Horror,Germany,7.7
557,Arkham Horror,Greece,8.05
558,Arkham Horror,Hungary,7.32
559,Arkham Horror,Iceland,8.0
560,Arkham Horror,Indonesia,7.6
561,Arkham Horror,Ireland,7.67
562,Arkham Horror,Israel,7.33
563,Arkham Horror,Italy,7.32
564,Arkham Horror,Japan,5.2
565,Arkham Horror,Lebanon,9.0
566,Arkham Horror,Lithuania,7.25
567,Arkham Horror,Luxembourg,8.2
568,Arkham Horror,Macedonia,8.0
569,Arkham Horror,Malaysia,6.3
570,Arkham Horror,Mexico,7.55
571,Arkham Horror,Moldova,8.0
572,Arkham Horror,Netherlands,7.85
573,Arkham Horror,New Zealand,6.76
574,Arkham Horror,Norway,6.36
575,Arkham Horror,Peru,7.0
576,Arkham Horror,Philippines,7.1
577,Arkham Horror,Poland,7.71
578,Arkham Horror,Portugal,7.82
579,Arkham Horror,Romania,8.9
580,Arkham Horror,Russia,7.19
581,Arkham Horror,Republic of Serbia,8.0
582,Arkham Horror,Slovenia,8.0
583,Arkham Horror,South Korea,6.42
584,Arkham Horror,Spain,7.72
585,Arkham Horror,Sweden,6.88
586,Arkham Horror,Switzerland,8.57
587,Arkham Horror,Taiwan,7.6
588,Arkham Horror,Thailand,6.0
589,Arkham Horror,Turkey,8.0
590,Arkham Horror,Ukraine,7.58
591,Arkham Horror,USA,7.4
592,Arkham Horror,Venezuela,7.0
593,Arkham Horror,Vietnam,8.5
594,Axis & Allies,Argentina,7.5
595,Axis & Allies,Australia,6.6
596,Axis & Allies,Austria,10.0
597,Axis & Allies,Belgium,6.63
598,Axis & Allies,Brazil,6.83
599,Axis & Allies,Canada,6.85
600,Axis & Allies,Chile,8.0
601,Axis & Allies,China,7.27
602,Axis & Allies,Croatia,7.0
603,Axis & Allies,Czech Republic,9.0
604,Axis & Allies,Denmark,6.54
605,Axis & Allies,Fiji,8.0
606,Axis & Allies,Finland,6.56
607,Axis & Allies,France,5.33
608,Axis & Allies,Germany,6.68
609,Axis & Allies,Greece,7.0
610,Axis & Allies,Hungary,8.0
611,Axis & Allies,Iceland,7.0
612,Axis & Allies,India,4.0
613,Axis & Allies,Ireland,9.0
614,Axis & Allies,Israel,8.33
615,Axis & Allies,Italy,7.18
616,Axis & Allies,Latvia,6.0
617,Axis & Allies,Lithuania,8.0
618,Axis & Allies,Malaysia,6.53
619,Axis & Allies,Mexico,6.64
620,Axis & Allies,Netherlands,7.34
621,Axis & Allies,New Zealand,7.04
622,Axis & Allies,Norway,5.7
623,Axis & Allies,Peru,7.25
624,Axis & Allies,Portugal,6.75
625,Axis & Allies,Qatar,7.8
626,Axis & Allies,Romania,8.0
627,Axis & Allies,Russia,7.0
628,Axis & Allies,Slovenia,7.33
629,Axis & Allies,South Africa,3.0
630,Axis & Allies,South Korea,7.2
631,Axis & Allies,Spain,6.96
632,Axis & Allies,Sweden,6.02
633,Axis & Allies,Switzerland,8.0
634,Axis & Allies,Thailand,9.0
635,Axis & Allies,Turkey,7.0
636,Axis & Allies,Ukraine,4.0
637,Axis & Allies,USA,6.81
638,Axis & Allies,Venezuela,9.0
639,Azul,Argentina,8.43
640,Azul,Australia,8.18
641,Azul,Austria,8.6
642,Azul,Belarus,6.0
643,Azul,Belgium,7.88
644,Azul,Bolivia,10.0
645,Azul,Brazil,8.91
646,Azul,Bulgaria,5.0
647,Azul,Canada,8.29
648,Azul,Chile,8.44
649,Azul,China,8.27
650,Azul,Colombia,9.5
651,Azul,Croatia,9.33
652,Azul,Czech Republic,9.25
653,Azul,Denmark,7.67
654,Azul,England,7.95
655,Azul,Estonia,9.0
656,Azul,Finland,7.78
657,Azul,France,8.19
658,Azul,Germany,8.14
659,Azul,Greece,8.71
660,Azul,Guatemala,7.5
661,Azul,Hungary,8.36
662,Azul,Iceland,7.0
663,Azul,India,9.0
664,Azul,Indonesia,9.0
665,Azul,Iran,9.5
666,Azul,Ireland,8.8
667,Azul,Israel,7.13
668,Azul,Italy,8.1
669,Azul,Japan,7.91
670,Azul,Latvia,7.75
671,Azul,Lithuania,8.88
672,Azul,Malaysia,9.25
673,Azul,Mexico,9.15
674,Azul,Netherlands,7.89
675,Azul,New Zealand,7.63
676,Azul,Norway,7.96
677,Azul,Peru,8.67
678,Azul,Philippines,9.5
679,Azul,Poland,8.06
680,Azul,Portugal,8.52
681,Azul,Romania,8.81
682,Azul,Russia,9.2
683,Azul,Saudi Arabia,9.0
684,Azul,Republic of Serbia,7.75
685,Azul,Slovakia,8.0
686,Azul,Slovenia,9.33
687,Azul,South Africa,8.0
688,Azul,South Korea,6.73
689,Azul,Spain,8.3
690,Azul,Sri Lanka,8.0
691,Azul,Sweden,8.09
692,Azul,Switzerland,7.5
693,Azul,Taiwan,7.78
694,Azul,Thailand,7.3
695,Azul,Ukraine,9.37
696,Azul,USA,8.19
697,Azul,Uruguay,8.0
698,Azul,Venezuela,6.0
699,Azul,Vietnam,8.91
700,Backgammon,Argentina,9.17
701,Backgammon,Australia,6.54
702,Backgammon,Austria,9.0
703,Backgammon,Belgium,6.69
704,Backgammon,Brazil,7.22
705,Backgammon,Bulgaria,10.0
706,Backgammon,Canada,7.28
707,Backgammon,Chile,6.44
708,Backgammon,China,8.45
709,Backgammon,Colombia,7.0
710,Backgammon,Costa Rica,7.0
711,Backgammon,Czech Republic,6.5
712,Backgammon,Denmark,6.38
713,Backgammon,England,6.8
714,Backgammon,Estonia,7.75
715,Backgammon,Finland,6.75
716,Backgammon,France,7.1
717,Backgammon,Germany,6.82
718,Backgammon,Greece,7.17
719,Backgammon,Guatemala,7.0
720,Backgammon,Hungary,7.13
721,Backgammon,Iceland,8.5
722,Backgammon,India,7.0
723,Backgammon,Ireland,6.0
724,Backgammon,Israel,6.0
725,Backgammon,Italy,7.31
726,Backgammon,Japan,7.21
727,Backgammon,Latvia,6.67
728,Backgammon,Lithuania,6.67
729,Backgammon,Mexico,7.27
