,Game,Country,AverageRating
4498,Modern Art,Lithuania,6.0
4499,Modern Art,Luxembourg,6.25
4500,Modern Art,Malaysia,7.2
4501,Modern Art,Mexico,8.33
4502,Modern Art,Moldova,7.0
4503,Modern Art,Netherlands,7.64
4504,Modern Art,New Zealand,7.85
4505,Modern Art,Norway,7.9
4506,Modern Art,Philippines,8.5
4507,Modern Art,Poland,7.46
4508,Modern Art,Portugal,7.97
4509,Modern Art,Qatar,7.8
4510,Modern Art,Russia,7.0
4511,Modern Art,Saudi Arabia,9.0
4512,Modern Art,Republic of Serbia,7.5
4513,Modern Art,Slovakia,7.0
4514,Modern Art,Slovenia,8.25
4515,Modern Art,South Africa,7.0
4516,Modern Art,South Korea,8.33
4517,Modern Art,Spain,7.56
4518,Modern Art,Sweden,7.36
4519,Modern Art,Switzerland,7.42
4520,Modern Art,Taiwan,7.92
4521,Modern Art,Thailand,8.0
4522,Modern Art,Ukraine,4.0
4523,Modern Art,USA,7.61
4524,Modern Art,Venezuela,9.0
4525,Monopoly,Albania,1.0
4526,Monopoly,Argentina,4.33
4527,Monopoly,Australia,4.53
4528,Monopoly,Austria,4.0
4529,Monopoly,Belgium,5.29
4530,Monopoly,Brazil,4.92
4531,Monopoly,Bulgaria,6.2
4532,Monopoly,Canada,4.94
4533,Monopoly,Chile,5.67
4534,Monopoly,China,5.78
4535,Monopoly,Colombia,5.0
4536,Monopoly,Costa Rica,6.0
4537,Monopoly,Croatia,4.71
4538,Monopoly,Czech Republic,4.88
4539,Monopoly,Denmark,4.5
4540,Monopoly,England,5.44
4541,Monopoly,Estonia,5.56
4542,Monopoly,Finland,4.65
4543,Monopoly,France,3.79
4544,Monopoly,Germany,4.59
4545,Monopoly,Greece,6.06
4546,Monopoly,Guatemala,1.0
4547,Monopoly,Honduras,7.0
4548,Monopoly,Hungary,5.18
4549,Monopoly,Indonesia,5.5
4550,Monopoly,Ireland,3.43
4551,Monopoly,Israel,3.57
4552,Monopoly,Italy,6.0
4553,Monopoly,Japan,5.47
4554,Monopoly,Latvia,5.67
4555,Monopoly,Lithuania,4.33
4556,Monopoly,Luxembourg,1.0
4557,Monopoly,Macedonia,6.5
4558,Monopoly,Malaysia,3.5
4559,Monopoly,Mexico,5.62
4560,Monopoly,Netherlands,5.51
4561,Monopoly,New Zealand,4.56
4562,Monopoly,Norway,4.47
4563,Monopoly,Peru,4.0
4564,Monopoly,Philippines,5.33
4565,Monopoly,Poland,4.52
4566,Monopoly,Portugal,5.58
4567,Monopoly,Qatar,4.3
4568,Monopoly,Romania,6.3
4569,Monopoly,Russia,5.14
4570,Monopoly,Saudi Arabia,7.0
4571,Monopoly,Republic of Serbia,4.25
4572,Monopoly,Slovenia,5.33
4573,Monopoly,South Africa,5.0
4574,Monopoly,South Korea,5.76
4575,Monopoly,Spain,5.14
4576,Monopoly,Sri Lanka,5.0
4577,Monopoly,Sweden,4.54
4578,Monopoly,Switzerland,4.75
4579,Monopoly,Taiwan,6.9
4580,Monopoly,Thailand,6.5
4581,Monopoly,Turkey,6.5
4582,Monopoly,Ukraine,6.0
4583,Monopoly,USA,5.02
4584,Monopoly,Venezuela,8.0
4585,Monopoly,Vietnam,3.0
4586,Mr. Jack,Argentina,8.0
4587,Mr. Jack,Australia,7.43
4588,Mr. Jack,Austria,7.67
4589,Mr. Jack,Belgium,7.52
4590,Mr. Jack,Brazil,7.86
4591,Mr. Jack,Bulgaria,8.0
4592,Mr. Jack,Canada,7.4
4593,Mr. Jack,Chile,7.5
4594,Mr. Jack,China,7.63
4595,Mr. Jack,Colombia,7.5
4596,Mr. Jack,Croatia,7.0
4597,Mr. Jack,Czech Republic,7.25
4598,Mr. Jack,Denmark,6.5
4599,Mr. Jack,England,7.29
4600,Mr. Jack,Estonia,6.25
4601,Mr. Jack,Finland,7.23
4602,Mr. Jack,France,7.46
4603,Mr. Jack,Germany,7.04
4604,Mr. Jack,Greece,7.23
4605,Mr. Jack,Hungary,7.0
4606,Mr. Jack,India,7.0
4607,Mr. Jack,Indonesia,7.63
4608,Mr. Jack,Ireland,7.83
4609,Mr. Jack,Israel,7.42
4610,Mr. Jack,Italy,7.68
4611,Mr. Jack,Japan,6.67
4612,Mr. Jack,Latvia,6.04
4613,Mr. Jack,Lithuania,5.0
4614,Mr. Jack,Luxembourg,7.85
4615,Mr. Jack,Malaysia,6.75
4616,Mr. Jack,Mexico,9.0
4617,Mr. Jack,Moldova,10.0
4618,Mr. Jack,Netherlands,6.93
4619,Mr. Jack,New Zealand,7.5
4620,Mr. Jack,Norway,7.23
4621,Mr. Jack,Philippines,4.0
4622,Mr. Jack,Poland,7.34
4623,Mr. Jack,Portugal,7.07
4624,Mr. Jack,Qatar,5.2
4625,Mr. Jack,Romania,8.13
4626,Mr. Jack,Russia,7.09
4627,Mr. Jack,Saudi Arabia,7.0
4628,Mr. Jack,Republic of Serbia,8.0
4629,Mr. Jack,Slovenia,8.5
4630,Mr. Jack,South Korea,6.63
4631,Mr. Jack,Spain,7.69
4632,Mr. Jack,Sweden,7.05
4633,Mr. Jack,Switzerland,8.13
4634,Mr. Jack,Taiwan,7.73
4635,Mr. Jack,Thailand,6.64
4636,Mr. Jack,Turkey,8.0
4637,Mr. Jack,Ukraine,8.0
4638,Mr. Jack,USA,7.29
4639,Munchkin,Argentina,7.25
4640,Munchkin,Australia,6.33
4641,Munchkin,Austria,5.82
4642,Munchkin,Belarus,6.38
4643,Munchkin,Belgium,6.88
4644,Munchkin,Bolivia,7.0
4645,Munchkin,Brazil,7.52
4646,Munchkin,Bulgaria,6.0
4647,Munchkin,Canada,6.69
4648,Munchkin,Chile,7.33
4649,Munchkin,China,6.5
4650,Munchkin,Colombia,7.5
4651,Munchkin,Costa Rica,8.0
4652,Munchkin,Croatia,6.67
4653,Munchkin,Czech Republic,7.67
4654,Munchkin,Denmark,6.96
4655,Munchkin,England,7.0
4656,Munchkin,Estonia,6.33
4657,Munchkin,Finland,5.5
4658,Munchkin,France,6.14
4659,Munchkin,Germany,6.95
4660,Munchkin,Greece,6.89
4661,Munchkin,Hungary,6.27
4662,Munchkin,Indonesia,7.0
4663,Munchkin,Ireland,7.38
4664,Munchkin,Israel,5.96
4665,Munchkin,Italy,6.29
4666,Munchkin,Japan,4.0
4667,Munchkin,Latvia,5.67
4668,Munchkin,Lithuania,6.5
4669,Munchkin,Malaysia,7.3
4670,Munchkin,Mexico,8.0
4671,Munchkin,Netherlands,6.32
4672,Munchkin,New Zealand,6.31
4673,Munchkin,Norway,5.68
4674,Munchkin,Paraguay,6.0
4675,Munchkin,Peru,8.0
4676,Munchkin,Philippines,6.5
4677,Munchkin,Poland,6.95
4678,Munchkin,Portugal,7.63
4679,Munchkin,Qatar,6.0
4680,Munchkin,Romania,8.63
4681,Munchkin,Russia,6.73
4682,Munchkin,Republic of Serbia,7.17
4683,Munchkin,Slovakia,8.0
4684,Munchkin,Slovenia,6.0
4685,Munchkin,South Africa,7.33
4686,Munchkin,South Korea,5.0
4687,Munchkin,Spain,6.1
4688,Munchkin,Sweden,5.95
4689,Munchkin,Switzerland,7.86
4690,Munchkin,Taiwan,6.61
4691,Munchkin,Thailand,7.75
4692,Munchkin,Turkey,8.17
4693,Munchkin,Ukraine,7.2
4694,Munchkin,USA,6.48
4695,Munchkin,Uruguay,9.0
4696,Mysterium,Argentina,8.33
4697,Mysterium,Australia,7.51
4698,Mysterium,Austria,7.14
4699,Mysterium,Belgium,7.68
4700,Mysterium,Brazil,7.68
4701,Mysterium,Bulgaria,6.81
4702,Mysterium,Canada,7.87
4703,Mysterium,Chile,8.25
4704,Mysterium,China,6.99
4705,Mysterium,Colombia,8.33
4706,Mysterium,Croatia,7.6
4707,Mysterium,Czech Republic,7.25
4708,Mysterium,Denmark,8.8
4709,Mysterium,England,6.6
4710,Mysterium,Finland,7.59
4711,Mysterium,France,7.78
4712,Mysterium,Germany,7.57
4713,Mysterium,Greece,8.06
4714,Mysterium,Hungary,5.5
4715,Mysterium,India,7.5
4716,Mysterium,Indonesia,9.0
4717,Mysterium,Ireland,8.33
4718,Mysterium,Israel,7.2
4719,Mysterium,Italy,7.21
4720,Mysterium,Japan,6.86
4721,Mysterium,Latvia,8.5
4722,Mysterium,Lithuania,6.75
4723,Mysterium,Luxembourg,8.25
4724,Mysterium,Macedonia,8.0
4725,Mysterium,Malaysia,6.0
4726,Mysterium,Mexico,8.17
4727,Mysterium,Moldova,7.0
4728,Mysterium,Netherlands,7.72
4729,Mysterium,New Zealand,8.0
4730,Mysterium,Norway,7.0
4731,Mysterium,Peru,9.0
4732,Mysterium,Philippines,6.67
4733,Mysterium,Poland,8.0
4734,Mysterium,Portugal,7.59
4735,Mysterium,Qatar,5.4
4736,Mysterium,Romania,8.46
4737,Mysterium,Russia,5.5
4738,Mysterium,Republic of Serbia,6.5
4739,Mysterium,Slovenia,9.0
4740,Mysterium,South Korea,7.6
4741,Mysterium,Spain,7.59
4742,Mysterium,Sweden,7.03
4743,Mysterium,Switzerland,6.67
4744,Mysterium,Taiwan,7.4
4745,Mysterium,Thailand,6.75
4746,Mysterium,Ukraine,8.9
4747,Mysterium,USA,7.53
4748,Mysterium,Venezuela,7.5
4749,Mysterium,Vietnam,8.25
4750,No Thanks!,Argentina,5.75
4751,No Thanks!,Australia,7.32
4752,No Thanks!,Austria,6.83
4753,No Thanks!,Belarus,3.0
4754,No Thanks!,Belgium,6.91
4755,No Thanks!,Brazil,7.27
4756,No Thanks!,Brunei,9.0
4757,No Thanks!,Canada,7.27
4758,No Thanks!,Chile,6.78
4759,No Thanks!,China,6.75
4760,No Thanks!,Colombia,7.0
4761,No Thanks!,Czech Republic,6.0
4762,No Thanks!,Denmark,6.29
4763,No Thanks!,England,6.79
4764,No Thanks!,Estonia,7.0
4765,No Thanks!,Finland,7.25
4766,No Thanks!,France,6.97
4767,No Thanks!,Germany,7.39
4768,No Thanks!,Greece,6.72
4769,No Thanks!,Guatemala,8.0
4770,No Thanks!,Hungary,6.71
4771,No Thanks!,Iceland,7.5
4772,No Thanks!,India,6.67
4773,No Thanks!,Indonesia,8.0
4774,No Thanks!,Ireland,7.13
4775,No Thanks!,Israel,7.33
4776,No Thanks!,Italy,7.52
4777,No Thanks!,Japan,6.87
4778,No Thanks!,Latvia,7.25
4779,No Thanks!,Lithuania,8.6
4780,No Thanks!,Luxembourg,8.0
4781,No Thanks!,Malaysia,7.36
4782,No Thanks!,Mexico,5.67
4783,No Thanks!,Netherlands,7.15
4784,No Thanks!,New Zealand,7.27
4785,No Thanks!,Norway,7.5
4786,No Thanks!,Philippines,7.0
4787,No Thanks!,Poland,7.61
4788,No Thanks!,Portugal,7.43
4789,No Thanks!,Romania,6.5
4790,No Thanks!,Russia,7.75
4791,No Thanks!,Saudi Arabia,7.0
4792,No Thanks!,Republic of Serbia,8.33
4793,No Thanks!,Slovenia,7.0
4794,No Thanks!,South Africa,7.0
4795,No Thanks!,South Korea,7.19
4796,No Thanks!,Spain,7.14
4797,No Thanks!,Sweden,7.85
4798,No Thanks!,Switzerland,6.9
4799,No Thanks!,Taiwan,7.72
4800,No Thanks!,Thailand,7.94
4801,No Thanks!,Ukraine,10.0
4802,No Thanks!,USA,7.36
4803,No Thanks!,Vietnam,7.0
4804,Notre Dame,Argentina,9.0
4805,Notre Dame,Australia,7.54
4806,Notre Dame,Austria,7.71
4807,Notre Dame,Belarus,7.0
4808,Notre Dame,Belgium,8.09
4809,Notre Dame,Brazil,7.88
4810,Notre Dame,Brunei,8.0
4811,Notre Dame,Canada,7.6
4812,Notre Dame,Chile,8.75
4813,Notre Dame,China,8.0
4814,Notre Dame,Colombia,8.0
4815,Notre Dame,Czech Republic,7.95
4816,Notre Dame,Denmark,9.0
4817,Notre Dame,England,7.3
4818,Notre Dame,Estonia,9.0
4819,Notre Dame,Finland,8.38
4820,Notre Dame,France,7.64
4821,Notre Dame,Germany,7.82
4822,Notre Dame,Greece,7.99
4823,Notre Dame,Hungary,7.5
4824,Notre Dame,Iceland,8.0
4825,Notre Dame,Ireland,6.5
4826,Notre Dame,Israel,8.29
4827,Notre Dame,Italy,7.59
4828,Notre Dame,Japan,6.89
4829,Notre Dame,Latvia,7.25
4830,Notre Dame,Lithuania,7.0
4831,Notre Dame,Luxembourg,9.0
4832,Notre Dame,Malaysia,9.5
4833,Notre Dame,Mexico,7.2
4834,Notre Dame,Moldova,7.0
4835,Notre Dame,Netherlands,7.74
4836,Notre Dame,New Zealand,7.71
4837,Notre Dame,Norway,7.47
4838,Notre Dame,Peru,8.5
4839,Notre Dame,Philippines,4.0
4840,Notre Dame,Poland,7.61
4841,Notre Dame,Portugal,6.84
4842,Notre Dame,Qatar,7.0
4843,Notre Dame,Romania,9.0
4844,Notre Dame,Russia,7.76
4845,Notre Dame,Slovakia,9.0
4846,Notre Dame,South Africa,7.0
4847,Notre Dame,South Korea,8.11
4848,Notre Dame,Spain,8.03
4849,Notre Dame,Sweden,7.46
4850,Notre Dame,Switzerland,7.25
4851,Notre Dame,Taiwan,8.13
4852,Notre Dame,Thailand,7.42
4853,Notre Dame,Ukraine,5.0
4854,Notre Dame,USA,7.61
4855,Notre Dame,Venezuela,10.0
4856,Pandemic,Albania,5.0
4857,Pandemic,Argentina,7.99
4858,Pandemic,Australia,7.95
4859,Pandemic,Austria,7.55
4860,Pandemic,Belarus,8.17
4861,Pandemic,Belgium,8.0
4862,Pandemic,Bolivia,10.0
4863,Pandemic,Brazil,8.28
4864,Pandemic,Bulgaria,7.42
4865,Pandemic,Canada,8.18
4866,Pandemic,Chile,8.54
4867,Pandemic,China,7.54
4868,Pandemic,Colombia,8.56
4869,Pandemic,Costa Rica,8.25
4870,Pandemic,Croatia,8.23
4871,Pandemic,Czech Republic,7.5
4872,Pandemic,Denmark,7.68
4873,Pandemic,England,7.86
4874,Pandemic,Estonia,8.8
4875,Pandemic,Finland,7.95
4876,Pandemic,France,7.82
4877,Pandemic,Germany,8.19
4878,Pandemic,Greece,7.8
4879,Pandemic,Guatemala,9.0
4880,Pandemic,Honduras,8.6
4881,Pandemic,Hungary,8.18
4882,Pandemic,Iceland,7.75
4883,Pandemic,India,9.0
4884,Pandemic,Indonesia,8.82
4885,Pandemic,Iraq,9.0
4886,Pandemic,Ireland,7.67
4887,Pandemic,Israel,8.28
4888,Pandemic,Italy,7.96
4889,Pandemic,Japan,7.71
4890,Pandemic,Latvia,7.42
4891,Pandemic,Lithuania,7.74
4892,Pandemic,Luxembourg,8.2
4893,Pandemic,Macedonia,7.5
4894,Pandemic,Malaysia,7.72
4895,Pandemic,Mexico,8.03
4896,Pandemic,Moldova,9.5
4897,Pandemic,Mongolia,8.0
4898,Pandemic,Netherlands,8.03
4899,Pandemic,New Zealand,7.38
4900,Pandemic,Norway,8.17
4901,Pandemic,Peru,7.75
4902,Pandemic,Philippines,7.83
4903,Pandemic,Poland,7.76
4904,Pandemic,Portugal,7.84
4905,Pandemic,Qatar,8.0
4906,Pandemic,Romania,8.44
4907,Pandemic,Russia,7.53
4908,Pandemic,Saudi Arabia,7.0
4909,Pandemic,Republic of Serbia,8.38
4910,Pandemic,Slovakia,7.6
4911,Pandemic,Slovenia,8.36
4912,Pandemic,South Africa,7.72
4913,Pandemic,South Korea,7.72
4914,Pandemic,Spain,7.8
4915,Pandemic,Sri Lanka,9.0
4916,Pandemic,Sweden,7.66
4917,Pandemic,Switzerland,8.07
4918,Pandemic,Taiwan,8.04
4919,Pandemic,Thailand,7.01
4920,Pandemic,Turkey,8.5
4921,Pandemic,Uganda,8.0
4922,Pandemic,Ukraine,8.53
4923,Pandemic,USA,8.06
4924,Pandemic,Uruguay,8.43
4925,Pandemic,Vietnam,7.0
4926,Pandemic Legacy: Season 1,Argentina,9.38
4927,Pandemic Legacy: Season 1,Australia,9.12
4928,Pandemic Legacy: Season 1,Austria,9.25
4929,Pandemic Legacy: Season 1,Belarus,9.0
4930,Pandemic Legacy: Season 1,Belgium,7.54
4931,Pandemic Legacy: Season 1,Bolivia,1.0
4932,Pandemic Legacy: Season 1,Brazil,9.17
4933,Pandemic Legacy: Season 1,Bulgaria,7.5
4934,Pandemic Legacy: Season 1,Canada,9.08
4935,Pandemic Legacy: Season 1,Chile,8.67
4936,Pandemic Legacy: Season 1,China,9.08
4937,Pandemic Legacy: Season 1,Colombia,9.1
4938,Pandemic Legacy: Season 1,Croatia,10.0
4939,Pandemic Legacy: Season 1,Czech Republic,9.0
4940,Pandemic Legacy: Season 1,Denmark,8.44
4941,Pandemic Legacy: Season 1,Ecuador,9.0
4942,Pandemic Legacy: Season 1,England,8.0
4943,Pandemic Legacy: Season 1,Estonia,9.5
4944,Pandemic Legacy: Season 1,Finland,8.88
4945,Pandemic Legacy: Season 1,France,9.67
4946,Pandemic Legacy: Season 1,Germany,8.92
4947,Pandemic Legacy: Season 1,Greece,8.69
4948,Pandemic Legacy: Season 1,Hungary,9.29
4949,Pandemic Legacy: Season 1,India,10.0
4950,Pandemic Legacy: Season 1,Indonesia,8.7
4951,Pandemic Legacy: Season 1,Ireland,7.25
4952,Pandemic Legacy: Season 1,Israel,8.25
4953,Pandemic Legacy: Season 1,Italy,8.23
4954,Pandemic Legacy: Season 1,Japan,6.68
4955,Pandemic Legacy: Season 1,Latvia,8.33
4956,Pandemic Legacy: Season 1,Lithuania,7.43
4957,Pandemic Legacy: Season 1,Luxembourg,9.0
4958,Pandemic Legacy: Season 1,Malaysia,7.3
4959,Pandemic Legacy: Season 1,Mexico,7.9
4960,Pandemic Legacy: Season 1,Moldova,10.0
4961,Pandemic Legacy: Season 1,Netherlands,8.79
4962,Pandemic Legacy: Season 1,New Zealand,8.79
4963,Pandemic Legacy: Season 1,Norway,9.05
4964,Pandemic Legacy: Season 1,Philippines,7.0
4965,Pandemic Legacy: Season 1,Poland,8.8
4966,Pandemic Legacy: Season 1,Portugal,9.0
4967,Pandemic Legacy: Season 1,Qatar,9.2
4968,Pandemic Legacy: Season 1,Romania,9.95
4969,Pandemic Legacy: Season 1,Russia,8.71
4970,Pandemic Legacy: Season 1,Republic of Serbia,9.0
4971,Pandemic Legacy: Season 1,Slovakia,9.5
4972,Pandemic Legacy: Season 1,Slovenia,10.0
4973,Pandemic Legacy: Season 1,South Africa,9.33
4974,Pandemic Legacy: Season 1,South Korea,9.65
4975,Pandemic Legacy: Season 1,Spain,9.02
4976,Pandemic Legacy: Season 1,Sweden,7.71
4977,Pandemic Legacy: Season 1,Switzerland,8.25
4978,Pandemic Legacy: Season 1,Taiwan,9.29
4979,Pandemic Legacy: Season 1,Thailand,10.0
4980,Pandemic Legacy: Season 1,Turkey,9.5
4981,Pandemic Legacy: Season 1,Ukraine,10.0
4982,Pandemic Legacy: Season 1,USA,8.84
4983,Pandemic Legacy: Season 1,Venezuela,10.0
4984,Patchwork,Argentina,8.63
4985,Patchwork,Australia,8.04
4986,Patchwork,Austria,8.14
4987,Patchwork,Belarus,7.0
4988,Patchwork,Belgium,8.02
4989,Patchwork,Brazil,8.46
4990,Patchwork,Bulgaria,7.3
4991,Patchwork,Canada,7.78
4992,Patchwork,Chile,8.1
4993,Patchwork,China,8.29
4994,Patchwork,Colombia,10.0
4995,Patchwork,Croatia,9.0
4996,Patchwork,Czech Republic,8.5
4997,Patchwork,Denmark,8.08
4998,Patchwork,Ecuador,7.0
4999,Patchwork,England,8.18
5000,Patchwork,Estonia,7.37
5001,Patchwork,Finland,7.87
5002,Patchwork,France,8.14
5003,Patchwork,Germany,7.67
5004,Patchwork,Greece,8.06
5005,Patchwork,Hungary,7.68
5006,Patchwork,Iceland,8.25
5007,Patchwork,India,8.0
5008,Patchwork,Indonesia,8.5
5009,Patchwork,Ireland,8.5
5010,Patchwork,Israel,8.5
5011,Patchwork,Italy,8.09
5012,Patchwork,Japan,7.42
5013,Patchwork,Latvia,8.88
5014,Patchwork,Lithuania,7.88
5015,Patchwork,Luxembourg,8.0
5016,Patchwork,Malaysia,9.0
5017,Patchwork,Mexico,8.34
5018,Patchwork,Moldova,10.0
5019,Patchwork,Netherlands,7.72
5020,Patchwork,New Zealand,7.29
5021,Patchwork,Norway,7.83
5022,Patchwork,Peru,8.5
5023,Patchwork,Philippines,8.2
5024,Patchwork,Poland,8.03
5025,Patchwork,Portugal,8.02
5026,Patchwork,Romania,7.84
5027,Patchwork,Russia,7.83
5028,Patchwork,Saudi Arabia,6.5
5029,Patchwork,Republic of Serbia,8.26
5030,Patchwork,Slovakia,8.75
5031,Patchwork,Slovenia,7.0
5032,Patchwork,South Africa,7.98
5033,Patchwork,South Korea,7.94
5034,Patchwork,Spain,8.04
5035,Patchwork,Sweden,7.65
5036,Patchwork,Switzerland,6.7
5037,Patchwork,Taiwan,8.08
5038,Patchwork,Thailand,7.71
5039,Patchwork,Turkey,9.0
5040,Patchwork,Uganda,8.0
5041,Patchwork,Ukraine,8.47
5042,Patchwork,USA,7.92
5043,Patchwork,Uruguay,9.0
5044,Patchwork,Venezuela,9.0
5045,Patchwork,Vietnam,8.17
5046,Pirate's Cove,Australia,7.26
5047,Pirate's Cove,Austria,7.5
5048,Pirate's Cove,Belgium,6.96
5049,Pirate's Cove,Brazil,7.6
5050,Pirate's Cove,Bulgaria,7.65
5051,Pirate's Cove,Canada,7.08
5052,Pirate's Cove,Chile,6.0
5053,Pirate's Cove,China,6.17
5054,Pirate's Cove,Croatia,8.75
5055,Pirate's Cove,Czech Republic,6.67
5056,Pirate's Cove,Denmark,7.36
5057,Pirate's Cove,England,6.79
5058,Pirate's Cove,Finland,7.16
5059,Pirate's Cove,France,6.23
5060,Pirate's Cove,Germany,6.84
5061,Pirate's Cove,Greece,7.65
5062,Pirate's Cove,Hungary,6.63
5063,Pirate's Cove,India,6.0
5064,Pirate's Cove,Ireland,7.63
5065,Pirate's Cove,Israel,6.25
5066,Pirate's Cove,Italy,7.75
5067,Pirate's Cove,Japan,4.0
5068,Pirate's Cove,Lithuania,7.0
5069,Pirate's Cove,Malaysia,8.23
5070,Pirate's Cove,Mexico,8.0
5071,Pirate's Cove,Netherlands,6.81
5072,Pirate's Cove,New Zealand,6.93
5073,Pirate's Cove,Norway,7.2
5074,Pirate's Cove,Philippines,8.0
5075,Pirate's Cove,Poland,6.59
5076,Pirate's Cove,Portugal,5.63
5077,Pirate's Cove,Romania,9.0
5078,Pirate's Cove,Russia,8.0
5079,Pirate's Cove,Slovakia,7.0
5080,Pirate's Cove,South Africa,6.0
5081,Pirate's Cove,South Korea,6.67
5082,Pirate's Cove,Spain,7.22
5083,Pirate's Cove,Sweden,6.76
5084,Pirate's Cove,Switzerland,7.67
5085,Pirate's Cove,Taiwan,5.0
5086,Pirate's Cove,Thailand,8.17
5087,Pirate's Cove,USA,6.83
5088,Power Grid,Argentina,8.56
5089,Power Grid,Australia,8.11
5090,Power Grid,Austria,8.82
5091,Power Grid,Azerbaijan,9.0
5092,Power Grid,Belarus,9.0
5093,Power Grid,Belgium,8.59
5094,Power Grid,Bolivia,10.0
5095,Power Grid,Brazil,8.78
5096,Power Grid,Bulgaria,8.0
5097,Power Grid,Canada,8.16
5098,Power Grid,Chile,8.86
5099,Power Grid,China,8.32
5100,Power Grid,Colombia,7.97
5101,Power Grid,Croatia,7.83
5102,Power Grid,Czech Republic,8.24
5103,Power Grid,Denmark,8.47
5104,Power Grid,Ecuador,7.0
5105,Power Grid,England,8.48
5106,Power Grid,Estonia,8.33
5107,Power Grid,Finland,8.58
5108,Power Grid,France,8.71
5109,Power Grid,Germany,8.44
5110,Power Grid,Greece,8.4
5111,Power Grid,Guatemala,9.5
5112,Power Grid,Hungary,8.57
5113,Power Grid,Iceland,8.33
5114,Power Grid,India,9.08
5115,Power Grid,Indonesia,8.48
5116,Power Grid,Ireland,7.77
5117,Power Grid,Israel,8.05
5118,Power Grid,Italy,8.18
5119,Power Grid,Japan,7.45
5120,Power Grid,Latvia,7.5
5121,Power Grid,Lebanon,8.0
5122,Power Grid,Lithuania,8.41
5123,Power Grid,Luxembourg,8.9
5124,Power Grid,Macedonia,9.0
5125,Power Grid,Malaysia,8.66
5126,Power Grid,Mexico,8.63
5127,Power Grid,Moldova,10.0
5128,Power Grid,Mongolia,10.0
5129,Power Grid,Netherlands,8.34
5130,Power Grid,New Zealand,7.89
5131,Power Grid,Norway,8.48
5132,Power Grid,Panama,7.0
5133,Power Grid,Peru,8.0
5134,Power Grid,Philippines,8.06
5135,Power Grid,Poland,8.34
5136,Power Grid,Portugal,8.08
5137,Power Grid,Qatar,8.2
5138,Power Grid,Romania,8.3
5139,Power Grid,Russia,8.06
5140,Power Grid,Saudi Arabia,7.5
5141,Power Grid,Republic of Serbia,8.79
5142,Power Grid,Slovakia,8.5
5143,Power Grid,Slovenia,8.52
5144,Power Grid,South Africa,8.5
5145,Power Grid,South Korea,8.61
5146,Power Grid,Spain,8.38
5147,Power Grid,Sri Lanka,9.0
5148,Power Grid,Sweden,7.89
5149,Power Grid,Switzerland,8.9
5150,Power Grid,Taiwan,8.32
5151,Power Grid,Thailand,8.23
5152,Power Grid,Turkey,9.33
5153,Power Grid,Ukraine,8.68
5154,Power Grid,USA,8.24
5155,Power Grid,Uruguay,6.0
5156,Power Grid,Venezuela,9.5
5157,Power Grid,Vietnam,8.58
5158,Puerto Rico,Argentina,8.64
5159,Puerto Rico,Australia,8.38
5160,Puerto Rico,Austria,9.45
5161,Puerto Rico,Belarus,7.75
5162,Puerto Rico,Belgium,8.95
5163,Puerto Rico,Bolivia,9.0
5164,Puerto Rico,Brazil,9.08
5165,Puerto Rico,Brunei,7.0
5166,Puerto Rico,Bulgaria,9.67
5167,Puerto Rico,Canada,8.49
5168,Puerto Rico,Chile,8.66
5169,Puerto Rico,China,9.09
5170,Puerto Rico,Colombia,8.44
5171,Puerto Rico,Croatia,8.85
5172,Puerto Rico,Czech Republic,8.87
5173,Puerto Rico,Denmark,8.75
5174,Puerto Rico,England,8.17
5175,Puerto Rico,Estonia,7.95
5176,Puerto Rico,Finland,8.71
5177,Puerto Rico,France,8.93
5178,Puerto Rico,Germany,9.01
5179,Puerto Rico,Greece,8.77
5180,Puerto Rico,Guatemala,10.0
5181,Puerto Rico,Honduras,8.8
5182,Puerto Rico,Hungary,8.99
5183,Puerto Rico,Iceland,8.0
5184,Puerto Rico,India,8.3
5185,Puerto Rico,Indonesia,8.67
5186,Puerto Rico,Ireland,8.6
5187,Puerto Rico,Israel,8.95
5188,Puerto Rico,Italy,8.92
5189,Puerto Rico,Japan,8.1
5190,Puerto Rico,Latvia,8.11
5191,Puerto Rico,Lithuania,8.77
5192,Puerto Rico,Luxembourg,9.0
5193,Puerto Rico,Malaysia,8.79
5194,Puerto Rico,Mexico,8.72
5195,Puerto Rico,Moldova,10.0
5196,Puerto Rico,Mongolia,9.0
5197,Puerto Rico,Netherlands,8.59
5198,Puerto Rico,New Zealand,8.74
5199,Puerto Rico,Norway,8.7
5200,Puerto Rico,Panama,9.0
5201,Puerto Rico,Peru,8.0
5202,Puerto Rico,Philippines,7.58
5203,Puerto Rico,Poland,8.62
5204,Puerto Rico,Portugal,8.5
5205,Puerto Rico,Qatar,8.8
5206,Puerto Rico,Romania,9.26
5207,Puerto Rico,Russia,8.38
5208,Puerto Rico,Republic of Serbia,8.17
5209,Puerto Rico,Slovakia,7.61
5210,Puerto Rico,Slovenia,9.0
5211,Puerto Rico,South Africa,8.91
5212,Puerto Rico,South Korea,8.95
5213,Puerto Rico,Spain,8.71
5214,Puerto Rico,Sweden,8.37
5215,Puerto Rico,Switzerland,8.78
5216,Puerto Rico,Taiwan,8.7
5217,Puerto Rico,Thailand,6.49
5218,Puerto Rico,Turkey,9.5
5219,Puerto Rico,Ukraine,7.44
5220,Puerto Rico,USA,8.4
5221,Puerto Rico,Venezuela,9.0
