Game,Country,AverageRating
Machi Koro,Romania,8.8
Machi Koro,Russia,7.23
Machi Koro,Saudi Arabia,8.0
Machi Koro,Republic of Serbia,8.0
Machi Koro,Slovakia,8.0
Machi Koro,Slovenia,9.0
Machi Koro,South Africa,6.75
Machi Koro,South Korea,7.54
Machi Koro,Spain,7.05
Machi Koro,Sweden,7.26
Machi Koro,Switzerland,7.75
Machi Koro,Taiwan,8.19
Machi Koro,Thailand,7.6
Machi Koro,Turkey,7.5
Machi Koro,Uganda,6.0
Machi Koro,Ukraine,7.5
Machi Koro,USA,7.09
Machi Koro,Uruguay,7.5
Machi Koro,Venezuela,7.5
Machi Koro,Vietnam,7.0
Magic: The Gathering,Argentina,8.05
Magic: The Gathering,Australia,7.51
Magic: The Gathering,Austria,7.88
Magic: The Gathering,Belarus,6.0
Magic: The Gathering,Belgium,8.08
Magic: The Gathering,Bolivia,9.0
Magic: The Gathering,Brazil,7.9
Magic: The Gathering,Bulgaria,8.5
Magic: The Gathering,Canada,7.69
Magic: The Gathering,Chile,6.96
Magic: The Gathering,China,8.85
Magic: The Gathering,Colombia,8.88
Magic: The Gathering,Costa Rica,9.0
Magic: The Gathering,Croatia,8.75
Magic: The Gathering,Czech Republic,6.59
Magic: The Gathering,Denmark,6.54
Magic: The Gathering,England,7.14
Magic: The Gathering,Estonia,7.0
Magic: The Gathering,Finland,7.7
Magic: The Gathering,France,7.94
Magic: The Gathering,Germany,7.74
Magic: The Gathering,Greece,8.0
Magic: The Gathering,Hungary,6.67
Magic: The Gathering,Iceland,7.0
Magic: The Gathering,Indonesia,9.67
Magic: The Gathering,Ireland,7.5
Magic: The Gathering,Israel,8.75
Magic: The Gathering,Italy,8.11
Magic: The Gathering,Japan,6.85
Magic: The Gathering,Latvia,7.17
Magic: The Gathering,Lebanon,10.0
Magic: The Gathering,Lithuania,7.25
Magic: The Gathering,Luxembourg,8.5
Magic: The Gathering,Macedonia,8.0
Magic: The Gathering,Malaysia,8.75
Magic: The Gathering,Mexico,8.29
Magic: The Gathering,Moldova,8.0
Magic: The Gathering,Netherlands,7.45
Magic: The Gathering,New Zealand,5.71
Magic: The Gathering,Norway,8.25
Magic: The Gathering,Peru,8.5
Magic: The Gathering,Philippines,9.5
Magic: The Gathering,Poland,7.84
Magic: The Gathering,Portugal,7.91
Magic: The Gathering,Qatar,8.5
Magic: The Gathering,Romania,8.5
Magic: The Gathering,Russia,7.75
Magic: The Gathering,Republic of Serbia,7.63
Magic: The Gathering,Slovenia,8.33
Magic: The Gathering,South Africa,7.0
Magic: The Gathering,South Korea,7.65
Magic: The Gathering,Spain,7.71
Magic: The Gathering,Sweden,7.12
Magic: The Gathering,Switzerland,8.86
Magic: The Gathering,Taiwan,8.63
Magic: The Gathering,Thailand,9.0
Magic: The Gathering,Turkey,9.0
Magic: The Gathering,Uganda,9.5
Magic: The Gathering,Ukraine,4.45
Magic: The Gathering,USA,7.73
Magic: The Gathering,Uruguay,8.5
Magic: The Gathering,Venezuela,9.5
Memoir '44,Argentina,5.88
Memoir '44,Australia,7.85
Memoir '44,Austria,8.33
Memoir '44,Belarus,7.5
Memoir '44,Belgium,8.05
Memoir '44,Brazil,8.35
Memoir '44,Brunei,8.0
Memoir '44,Bulgaria,8.5
Memoir '44,Canada,7.85
Memoir '44,Chile,7.0
Memoir '44,China,7.74
Memoir '44,Colombia,8.5
Memoir '44,Croatia,9.4
Memoir '44,Czech Republic,7.4
Memoir '44,Denmark,8.61
Memoir '44,England,8.0
Memoir '44,Estonia,8.7
Memoir '44,Finland,7.56
Memoir '44,France,7.36
Memoir '44,Germany,7.55
Memoir '44,Greece,8.2
Memoir '44,Hungary,7.75
Memoir '44,Iceland,9.0
Memoir '44,India,7.88
Memoir '44,Indonesia,8.67
Memoir '44,Ireland,8.83
Memoir '44,Israel,8.75
Memoir '44,Italy,7.76
Memoir '44,Japan,5.88
Memoir '44,Latvia,8.33
Memoir '44,Lithuania,8.71
Memoir '44,Luxembourg,7.75
Memoir '44,Malaysia,7.68
Memoir '44,Mexico,8.0
Memoir '44,Netherlands,8.14
Memoir '44,New Zealand,7.54
Memoir '44,Norway,8.17
Memoir '44,Peru,8.0
Memoir '44,Philippines,6.67
Memoir '44,Poland,7.82
Memoir '44,Portugal,7.63
Memoir '44,Qatar,8.6
Memoir '44,Romania,9.0
Memoir '44,Russia,7.69
Memoir '44,Saudi Arabia,8.0
Memoir '44,Republic of Serbia,8.67
Memoir '44,Slovenia,9.0
Memoir '44,South Africa,7.85
Memoir '44,South Korea,6.95
Memoir '44,Spain,8.12
Memoir '44,Sweden,7.53
Memoir '44,Switzerland,8.07
Memoir '44,Taiwan,8.65
Memoir '44,Thailand,6.93
Memoir '44,Turkey,8.5
Memoir '44,Ukraine,8.5
Memoir '44,USA,7.81
Modern Art,Argentina,6.63
Modern Art,Australia,7.43
Modern Art,Austria,7.6
Modern Art,Belgium,8.04
Modern Art,Brazil,8.06
Modern Art,Canada,7.64
Modern Art,Chile,6.8
Modern Art,China,7.64
Modern Art,Colombia,9.0
Modern Art,Czech Republic,6.5
Modern Art,Denmark,7.25
Modern Art,Ecuador,8.0
Modern Art,England,7.25
Modern Art,Estonia,7.9
Modern Art,Finland,7.58
Modern Art,France,7.81
Modern Art,Germany,7.44
Modern Art,Greece,7.71
Modern Art,Hungary,7.43
Modern Art,India,7.75
Modern Art,Indonesia,7.0
Modern Art,Ireland,6.95
Modern Art,Israel,8.4
Modern Art,Italy,7.46
Modern Art,Japan,8.02
Modern Art,Latvia,7.25
Modern Art,Lithuania,6.0
Modern Art,Luxembourg,6.25
Modern Art,Malaysia,7.2
Modern Art,Mexico,8.33
Modern Art,Moldova,7.0
Modern Art,Netherlands,7.64
Modern Art,New Zealand,7.85
Modern Art,Norway,7.9
Modern Art,Philippines,8.5
Modern Art,Poland,7.46
Modern Art,Portugal,7.97
Modern Art,Qatar,7.8
Modern Art,Russia,7.0
Modern Art,Saudi Arabia,9.0
Modern Art,Republic of Serbia,7.5
Modern Art,Slovakia,7.0
Modern Art,Slovenia,8.25
Modern Art,South Africa,7.0
Modern Art,South Korea,8.33
Modern Art,Spain,7.56
Modern Art,Sweden,7.36
Modern Art,Switzerland,7.42
Modern Art,Taiwan,7.92
Modern Art,Thailand,8.0
Modern Art,Ukraine,4.0
Modern Art,USA,7.61
Modern Art,Venezuela,9.0
Monopoly,Albania,1.0
Monopoly,Argentina,4.33
Monopoly,Australia,4.53
Monopoly,Austria,4.0
Monopoly,Belgium,5.29
Monopoly,Brazil,4.92
Monopoly,Bulgaria,6.2
Monopoly,Canada,4.94
Monopoly,Chile,5.67
Monopoly,China,5.78
Monopoly,Colombia,5.0
Monopoly,Costa Rica,6.0
Monopoly,Croatia,4.71
Monopoly,Czech Republic,4.88
Monopoly,Denmark,4.5
Monopoly,England,5.44
Monopoly,Estonia,5.56
Monopoly,Finland,4.65
Monopoly,France,3.79
Monopoly,Germany,4.59
Monopoly,Greece,6.06
Monopoly,Guatemala,1.0
Monopoly,Honduras,7.0
Monopoly,Hungary,5.18
Monopoly,Indonesia,5.5
Monopoly,Ireland,3.43
Monopoly,Israel,3.57
Monopoly,Italy,6.0
Monopoly,Japan,5.47
Monopoly,Latvia,5.67
Monopoly,Lithuania,4.33
Monopoly,Luxembourg,1.0
Monopoly,Macedonia,6.5
Monopoly,Malaysia,3.5
Monopoly,Mexico,5.62
Monopoly,Netherlands,5.51
Monopoly,New Zealand,4.56
Monopoly,Norway,4.47
Monopoly,Peru,4.0
Monopoly,Philippines,5.33
Monopoly,Poland,4.52
Monopoly,Portugal,5.58
Monopoly,Qatar,4.3
Monopoly,Romania,6.3
Monopoly,Russia,5.14
Monopoly,Saudi Arabia,7.0
Monopoly,Republic of Serbia,4.25
Monopoly,Slovenia,5.33
Monopoly,South Africa,5.0
Monopoly,South Korea,5.76
Monopoly,Spain,5.14
Monopoly,Sri Lanka,5.0
Monopoly,Sweden,4.54
Monopoly,Switzerland,4.75
Monopoly,Taiwan,6.9
Monopoly,Thailand,6.5
Monopoly,Turkey,6.5
Monopoly,Ukraine,6.0
Monopoly,USA,5.02
Monopoly,Venezuela,8.0
Monopoly,Vietnam,3.0
Mr. Jack,Argentina,8.0
Mr. Jack,Australia,7.43
Mr. Jack,Austria,7.67
Mr. Jack,Belgium,7.52
Mr. Jack,Brazil,7.86
Mr. Jack,Bulgaria,8.0
Mr. Jack,Canada,7.4
Mr. Jack,Chile,7.5
Mr. Jack,China,7.63
Mr. Jack,Colombia,7.5
Mr. Jack,Croatia,7.0
Mr. Jack,Czech Republic,7.25
Mr. Jack,Denmark,6.5
Mr. Jack,England,7.29
Mr. Jack,Estonia,6.25
Mr. Jack,Finland,7.23
Mr. Jack,France,7.46
Mr. Jack,Germany,7.04
Mr. Jack,Greece,7.23
Mr. Jack,Hungary,7.0
Mr. Jack,India,7.0
Mr. Jack,Indonesia,7.63
Mr. Jack,Ireland,7.83
Mr. Jack,Israel,7.42
Mr. Jack,Italy,7.68
Mr. Jack,Japan,6.67
Mr. Jack,Latvia,6.04
Mr. Jack,Lithuania,5.0
Mr. Jack,Luxembourg,7.85
Mr. Jack,Malaysia,6.75
Mr. Jack,Mexico,9.0
Mr. Jack,Moldova,10.0
Mr. Jack,Netherlands,6.93
Mr. Jack,New Zealand,7.5
Mr. Jack,Norway,7.23
Mr. Jack,Philippines,4.0
Mr. Jack,Poland,7.34
Mr. Jack,Portugal,7.07
Mr. Jack,Qatar,5.2
Mr. Jack,Romania,8.13
Mr. Jack,Russia,7.09
Mr. Jack,Saudi Arabia,7.0
Mr. Jack,Republic of Serbia,8.0
Mr. Jack,Slovenia,8.5
Mr. Jack,South Korea,6.63
Mr. Jack,Spain,7.69
Mr. Jack,Sweden,7.05
Mr. Jack,Switzerland,8.13
Mr. Jack,Taiwan,7.73
Mr. Jack,Thailand,6.64
Mr. Jack,Turkey,8.0
Mr. Jack,Ukraine,8.0
Mr. Jack,USA,7.29
Munchkin,Argentina,7.25
Munchkin,Australia,6.33
Munchkin,Austria,5.82
Munchkin,Belarus,6.38
Munchkin,Belgium,6.88
Munchkin,Bolivia,7.0
Munchkin,Brazil,7.52
Munchkin,Bulgaria,6.0
Munchkin,Canada,6.69
Munchkin,Chile,7.33
Munchkin,China,6.5
Munchkin,Colombia,7.5
Munchkin,Costa Rica,8.0
Munchkin,Croatia,6.67
Munchkin,Czech Republic,7.67
Munchkin,Denmark,6.96
Munchkin,England,7.0
Munchkin,Estonia,6.33
Munchkin,Finland,5.5
Munchkin,France,6.14
Munchkin,Germany,6.95
Munchkin,Greece,6.89
Munchkin,Hungary,6.27
Munchkin,Indonesia,7.0
Munchkin,Ireland,7.38
Munchkin,Israel,5.96
Munchkin,Italy,6.29
Munchkin,Japan,4.0
Munchkin,Latvia,5.67
Munchkin,Lithuania,6.5
Munchkin,Malaysia,7.3
Munchkin,Mexico,8.0
Munchkin,Netherlands,6.32
Munchkin,New Zealand,6.31
Munchkin,Norway,5.68
Munchkin,Paraguay,6.0
Munchkin,Peru,8.0
Munchkin,Philippines,6.5
Munchkin,Poland,6.95
Munchkin,Portugal,7.63
Munchkin,Qatar,6.0
Munchkin,Romania,8.63
Munchkin,Russia,6.73
Munchkin,Republic of Serbia,7.17
Munchkin,Slovakia,8.0
Munchkin,Slovenia,6.0
Munchkin,South Africa,7.33
Munchkin,South Korea,5.0
Munchkin,Spain,6.1
Munchkin,Sweden,5.95
Munchkin,Switzerland,7.86
Munchkin,Taiwan,6.61
Munchkin,Thailand,7.75
Munchkin,Turkey,8.17
Munchkin,Ukraine,7.2
Munchkin,USA,6.48
Munchkin,Uruguay,9.0
Mysterium,Argentina,8.33
Mysterium,Australia,7.51
Mysterium,Austria,7.14
Mysterium,Belgium,7.68
Mysterium,Brazil,7.68
Mysterium,Bulgaria,6.81
Mysterium,Canada,7.87
Mysterium,Chile,8.25
Mysterium,China,6.99
Mysterium,Colombia,8.33
Mysterium,Croatia,7.6
Mysterium,Czech Republic,7.25
Mysterium,Denmark,8.8
Mysterium,England,6.6
Mysterium,Finland,7.59
Mysterium,France,7.78
Mysterium,Germany,7.57
Mysterium,Greece,8.06
Mysterium,Hungary,5.5
Mysterium,India,7.5
Mysterium,Indonesia,9.0
Mysterium,Ireland,8.33
Mysterium,Israel,7.2
Mysterium,Italy,7.21
Mysterium,Japan,6.86
Mysterium,Latvia,8.5
Mysterium,Lithuania,6.75
Mysterium,Luxembourg,8.25
Mysterium,Macedonia,8.0
Mysterium,Malaysia,6.0
Mysterium,Mexico,8.17
Mysterium,Moldova,7.0
Mysterium,Netherlands,7.72
Mysterium,New Zealand,8.0
Mysterium,Norway,7.0
Mysterium,Peru,9.0
Mysterium,Philippines,6.67
Mysterium,Poland,8.0
Mysterium,Portugal,7.59
Mysterium,Qatar,5.4
Mysterium,Romania,8.46
Mysterium,Russia,5.5
Mysterium,Republic of Serbia,6.5
Mysterium,Slovenia,9.0
Mysterium,South Korea,7.6
Mysterium,Spain,7.59
Mysterium,Sweden,7.03
Mysterium,Switzerland,6.67
Mysterium,Taiwan,7.4
Mysterium,Thailand,6.75
Mysterium,Ukraine,8.9
Mysterium,USA,7.53
Mysterium,Venezuela,7.5
Mysterium,Vietnam,8.25
No Thanks!,Argentina,5.75
No Thanks!,Australia,7.32
No Thanks!,Austria,6.83
No Thanks!,Belarus,3.0
No Thanks!,Belgium,6.91
No Thanks!,Brazil,7.27
No Thanks!,Brunei,9.0
No Thanks!,Canada,7.27
No Thanks!,Chile,6.78
No Thanks!,China,6.75
No Thanks!,Colombia,7.0
No Thanks!,Czech Republic,6.0
No Thanks!,Denmark,6.29
No Thanks!,England,6.79
No Thanks!,Estonia,7.0
No Thanks!,Finland,7.25
No Thanks!,France,6.97
No Thanks!,Germany,7.39
No Thanks!,Greece,6.72
No Thanks!,Guatemala,8.0
No Thanks!,Hungary,6.71
No Thanks!,Iceland,7.5
No Thanks!,India,6.67
No Thanks!,Indonesia,8.0
No Thanks!,Ireland,7.13
No Thanks!,Israel,7.33
No Thanks!,Italy,7.52
No Thanks!,Japan,6.87
No Thanks!,Latvia,7.25
No Thanks!,Lithuania,8.6
No Thanks!,Luxembourg,8.0
No Thanks!,Malaysia,7.36
No Thanks!,Mexico,5.67
No Thanks!,Netherlands,7.15
No Thanks!,New Zealand,7.27
No Thanks!,Norway,7.5
No Thanks!,Philippines,7.0
No Thanks!,Poland,7.61
No Thanks!,Portugal,7.43
No Thanks!,Romania,6.5
No Thanks!,Russia,7.75
No Thanks!,Saudi Arabia,7.0
No Thanks!,Republic of Serbia,8.33
No Thanks!,Slovenia,7.0
No Thanks!,South Africa,7.0
No Thanks!,South Korea,7.19
No Thanks!,Spain,7.14
No Thanks!,Sweden,7.85
No Thanks!,Switzerland,6.9
No Thanks!,Taiwan,7.72
No Thanks!,Thailand,7.94
No Thanks!,Ukraine,10.0
No Thanks!,USA,7.36
No Thanks!,Vietnam,7.0
Notre Dame,Argentina,9.0
Notre Dame,Australia,7.54
Notre Dame,Austria,7.71
Notre Dame,Belarus,7.0
Notre Dame,Belgium,8.09
Notre Dame,Brazil,7.88
Notre Dame,Brunei,8.0
Notre Dame,Canada,7.6
Notre Dame,Chile,8.75
Notre Dame,China,8.0
Notre Dame,Colombia,8.0
Notre Dame,Czech Republic,7.95
Notre Dame,Denmark,9.0
Notre Dame,England,7.3
Notre Dame,Estonia,9.0
Notre Dame,Finland,8.38
Notre Dame,France,7.64
Notre Dame,Germany,7.82
Notre Dame,Greece,7.99
Notre Dame,Hungary,7.5
Notre Dame,Iceland,8.0
Notre Dame,Ireland,6.5
Notre Dame,Israel,8.29
Notre Dame,Italy,7.59
Notre Dame,Japan,6.89
Notre Dame,Latvia,7.25
Notre Dame,Lithuania,7.0
Notre Dame,Luxembourg,9.0
Notre Dame,Malaysia,9.5
Notre Dame,Mexico,7.2
Notre Dame,Moldova,7.0
Notre Dame,Netherlands,7.74
Notre Dame,New Zealand,7.71
Notre Dame,Norway,7.47
Notre Dame,Peru,8.5
Notre Dame,Philippines,4.0
Notre Dame,Poland,7.61
Notre Dame,Portugal,6.84
Notre Dame,Qatar,7.0
Notre Dame,Romania,9.0
Notre Dame,Russia,7.76
Notre Dame,Slovakia,9.0
Notre Dame,South Africa,7.0
Notre Dame,South Korea,8.11
Notre Dame,Spain,8.03
Notre Dame,Sweden,7.46
Notre Dame,Switzerland,7.25
Notre Dame,Taiwan,8.13
Notre Dame,Thailand,7.42
Notre Dame,Ukraine,5.0
Notre Dame,USA,7.61
Notre Dame,Venezuela,10.0
Pandemic,Albania,5.0
Pandemic,Argentina,7.99
Pandemic,Australia,7.95
Pandemic,Austria,7.55
Pandemic,Belarus,8.17
Pandemic,Belgium,8.0
Pandemic,Bolivia,10.0
Pandemic,Brazil,8.28
Pandemic,Bulgaria,7.42
Pandemic,Canada,8.18
Pandemic,Chile,8.54
Pandemic,China,7.54
Pandemic,Colombia,8.56
Pandemic,Costa Rica,8.25
Pandemic,Croatia,8.23
Pandemic,Czech Republic,7.5
Pandemic,Denmark,7.68
Pandemic,England,7.86
Pandemic,Estonia,8.8
Pandemic,Finland,7.95
Pandemic,France,7.82
Pandemic,Germany,8.19
Pandemic,Greece,7.8
Pandemic,Guatemala,9.0
Pandemic,Honduras,8.6
Pandemic,Hungary,8.18
Pandemic,Iceland,7.75
Pandemic,India,9.0
Pandemic,Indonesia,8.82
Pandemic,Iraq,9.0
Pandemic,Ireland,7.67
Pandemic,Israel,8.28
Pandemic,Italy,7.96
Pandemic,Japan,7.71
Pandemic,Latvia,7.42
Pandemic,Lithuania,7.74
Pandemic,Luxembourg,8.2
Pandemic,Macedonia,7.5
Pandemic,Malaysia,7.72
Pandemic,Mexico,8.03
Pandemic,Moldova,9.5
Pandemic,Mongolia,8.0
Pandemic,Netherlands,8.03
Pandemic,New Zealand,7.38
Pandemic,Norway,8.17
Pandemic,Peru,7.75
Pandemic,Philippines,7.83
Pandemic,Poland,7.76
Pandemic,Portugal,7.84
Pandemic,Qatar,8.0
Pandemic,Romania,8.44
Pandemic,Russia,7.53
Pandemic,Saudi Arabia,7.0
Pandemic,Republic of Serbia,8.38
Pandemic,Slovakia,7.6
Pandemic,Slovenia,8.36
Pandemic,South Africa,7.72
Pandemic,South Korea,7.72
Pandemic,Spain,7.8
Pandemic,Sri Lanka,9.0
Pandemic,Sweden,7.66
Pandemic,Switzerland,8.07
Pandemic,Taiwan,8.04
Pandemic,Thailand,7.01
Pandemic,Turkey,8.5
Pandemic,Uganda,8.0
Pandemic,Ukraine,8.53
Pandemic,USA,8.06
Pandemic,Uruguay,8.43
Pandemic,Vietnam,7.0
Pandemic Legacy: Season 1,Argentina,9.38
Pandemic Legacy: Season 1,Australia,9.12
Pandemic Legacy: Season 1,Austria,9.25
Pandemic Legacy: Season 1,Belarus,9.0
Pandemic Legacy: Season 1,Belgium,7.54
Pandemic Legacy: Season 1,Bolivia,1.0
Pandemic Legacy: Season 1,Brazil,9.17
Pandemic Legacy: Season 1,Bulgaria,7.5
Pandemic Legacy: Season 1,Canada,9.08
Pandemic Legacy: Season 1,Chile,8.67
Pandemic Legacy: Season 1,China,9.08
Pandemic Legacy: Season 1,Colombia,9.1
Pandemic Legacy: Season 1,Croatia,10.0
Pandemic Legacy: Season 1,Czech Republic,9.0
Pandemic Legacy: Season 1,Denmark,8.44
Pandemic Legacy: Season 1,Ecuador,9.0
Pandemic Legacy: Season 1,England,8.0
Pandemic Legacy: Season 1,Estonia,9.5
Pandemic Legacy: Season 1,Finland,8.88
Pandemic Legacy: Season 1,France,9.67
Pandemic Legacy: Season 1,Germany,8.92
Pandemic Legacy: Season 1,Greece,8.69
Pandemic Legacy: Season 1,Hungary,9.29
Pandemic Legacy: Season 1,India,10.0
Pandemic Legacy: Season 1,Indonesia,8.7
Pandemic Legacy: Season 1,Ireland,7.25
Pandemic Legacy: Season 1,Israel,8.25
Pandemic Legacy: Season 1,Italy,8.23
Pandemic Legacy: Season 1,Japan,6.68
Pandemic Legacy: Season 1,Latvia,8.33
Pandemic Legacy: Season 1,Lithuania,7.43
Pandemic Legacy: Season 1,Luxembourg,9.0
Pandemic Legacy: Season 1,Malaysia,7.3
Pandemic Legacy: Season 1,Mexico,7.9
Pandemic Legacy: Season 1,Moldova,10.0
Pandemic Legacy: Season 1,Netherlands,8.79
Pandemic Legacy: Season 1,New Zealand,8.79
Pandemic Legacy: Season 1,Norway,9.05
Pandemic Legacy: Season 1,Philippines,7.0
Pandemic Legacy: Season 1,Poland,8.8
Pandemic Legacy: Season 1,Portugal,9.0
Pandemic Legacy: Season 1,Qatar,9.2
Pandemic Legacy: Season 1,Romania,9.95
Pandemic Legacy: Season 1,Russia,8.71
Pandemic Legacy: Season 1,Republic of Serbia,9.0
Pandemic Legacy: Season 1,Slovakia,9.5
Pandemic Legacy: Season 1,Slovenia,10.0
Pandemic Legacy: Season 1,South Africa,9.33
Pandemic Legacy: Season 1,South Korea,9.65
Pandemic Legacy: Season 1,Spain,9.02
Pandemic Legacy: Season 1,Sweden,7.71
Pandemic Legacy: Season 1,Switzerland,8.25
Pandemic Legacy: Season 1,Taiwan,9.29
Pandemic Legacy: Season 1,Thailand,10.0
Pandemic Legacy: Season 1,Turkey,9.5
Pandemic Legacy: Season 1,Ukraine,10.0
Pandemic Legacy: Season 1,USA,8.84
Pandemic Legacy: Season 1,Venezuela,10.0
Patchwork,Argentina,8.63
Patchwork,Australia,8.04
Patchwork,Austria,8.14
Patchwork,Belarus,7.0
Patchwork,Belgium,8.02
Patchwork,Brazil,8.46
Patchwork,Bulgaria,7.3
Patchwork,Canada,7.78
Patchwork,Chile,8.1
Patchwork,China,8.29
Patchwork,Colombia,10.0
Patchwork,Croatia,9.0
Patchwork,Czech Republic,8.5
Patchwork,Denmark,8.08
Patchwork,Ecuador,7.0
Patchwork,England,8.18
Patchwork,Estonia,7.37
Patchwork,Finland,7.87
Patchwork,France,8.14
Patchwork,Germany,7.67
Patchwork,Greece,8.06
Patchwork,Hungary,7.68
Patchwork,Iceland,8.25
Patchwork,India,8.0
Patchwork,Indonesia,8.5
Patchwork,Ireland,8.5
Patchwork,Israel,8.5
Patchwork,Italy,8.09
Patchwork,Japan,7.42
Patchwork,Latvia,8.88
Patchwork,Lithuania,7.88
Patchwork,Luxembourg,8.0
Patchwork,Malaysia,9.0
Patchwork,Mexico,8.34
Patchwork,Moldova,10.0
Patchwork,Netherlands,7.72
Patchwork,New Zealand,7.29
Patchwork,Norway,7.83
Patchwork,Peru,8.5
Patchwork,Philippines,8.2
Patchwork,Poland,8.03
Patchwork,Portugal,8.02
Patchwork,Romania,7.84
Patchwork,Russia,7.83
Patchwork,Saudi Arabia,6.5
Patchwork,Republic of Serbia,8.26
Patchwork,Slovakia,8.75
Patchwork,Slovenia,7.0
Patchwork,South Africa,7.98
Patchwork,South Korea,7.94
Patchwork,Spain,8.04
Patchwork,Sweden,7.65
Patchwork,Switzerland,6.7
Patchwork,Taiwan,8.08
Patchwork,Thailand,7.71
Patchwork,Turkey,9.0
Patchwork,Uganda,8.0
Patchwork,Ukraine,8.47
Patchwork,USA,7.92
Patchwork,Uruguay,9.0
Patchwork,Venezuela,9.0
Patchwork,Vietnam,8.17
Pirate's Cove,Australia,7.26
Pirate's Cove,Austria,7.5
Pirate's Cove,Belgium,6.96
Pirate's Cove,Brazil,7.6
Pirate's Cove,Bulgaria,7.65
Pirate's Cove,Canada,7.08
Pirate's Cove,Chile,6.0
Pirate's Cove,China,6.17
Pirate's Cove,Croatia,8.75
Pirate's Cove,Czech Republic,6.67
Pirate's Cove,Denmark,7.36
Pirate's Cove,England,6.79
Pirate's Cove,Finland,7.16
Pirate's Cove,France,6.23
Pirate's Cove,Germany,6.84
Pirate's Cove,Greece,7.65
Pirate's Cove,Hungary,6.63
Pirate's Cove,India,6.0
Pirate's Cove,Ireland,7.63
Pirate's Cove,Israel,6.25
Pirate's Cove,Italy,7.75
Pirate's Cove,Japan,4.0
Pirate's Cove,Lithuania,7.0
Pirate's Cove,Malaysia,8.23
Pirate's Cove,Mexico,8.0
Pirate's Cove,Netherlands,6.81
Pirate's Cove,New Zealand,6.93
Pirate's Cove,Norway,7.2
Pirate's Cove,Philippines,8.0
Pirate's Cove,Poland,6.59
Pirate's Cove,Portugal,5.63
Pirate's Cove,Romania,9.0
Pirate's Cove,Russia,8.0
Pirate's Cove,Slovakia,7.0
Pirate's Cove,South Africa,6.0
Pirate's Cove,South Korea,6.67
Pirate's Cove,Spain,7.22
Pirate's Cove,Sweden,6.76
Pirate's Cove,Switzerland,7.67
Pirate's Cove,Taiwan,5.0
Pirate's Cove,Thailand,8.17
Pirate's Cove,USA,6.83
Power Grid,Argentina,8.56
Power Grid,Australia,8.11
Power Grid,Austria,8.82
Power Grid,Azerbaijan,9.0
Power Grid,Belarus,9.0
Power Grid,Belgium,8.59
Power Grid,Bolivia,10.0
Power Grid,Brazil,8.78
Power Grid,Bulgaria,8.0
Power Grid,Canada,8.16
Power Grid,Chile,8.86
Power Grid,China,8.32
Power Grid,Colombia,7.97
Power Grid,Croatia,7.83
Power Grid,Czech Republic,8.24
Power Grid,Denmark,8.47
Power Grid,Ecuador,7.0
Power Grid,England,8.48
Power Grid,Estonia,8.33
Power Grid,Finland,8.58
Power Grid,France,8.71
Power Grid,Germany,8.44
Power Grid,Greece,8.4
Power Grid,Guatemala,9.5
Power Grid,Hungary,8.57
Power Grid,Iceland,8.33
Power Grid,India,9.08
Power Grid,Indonesia,8.48
Power Grid,Ireland,7.77
Power Grid,Israel,8.05
Power Grid,Italy,8.18
Power Grid,Japan,7.45
Power Grid,Latvia,7.5
Power Grid,Lebanon,8.0
Power Grid,Lithuania,8.41
Power Grid,Luxembourg,8.9
Power Grid,Macedonia,9.0
Power Grid,Malaysia,8.66
Power Grid,Mexico,8.63
Power Grid,Moldova,10.0
Power Grid,Mongolia,10.0
Power Grid,Netherlands,8.34
Power Grid,New Zealand,7.89
Power Grid,Norway,8.48
Power Grid,Panama,7.0
Power Grid,Peru,8.0
Power Grid,Philippines,8.06
Power Grid,Poland,8.34
Power Grid,Portugal,8.08
Power Grid,Qatar,8.2
Power Grid,Romania,8.3
Power Grid,Russia,8.06
Power Grid,Saudi Arabia,7.5
Power Grid,Republic of Serbia,8.79
Power Grid,Slovakia,8.5
Power Grid,Slovenia,8.52
Power Grid,South Africa,8.5
Power Grid,South Korea,8.61
Power Grid,Spain,8.38
Power Grid,Sri Lanka,9.0
Power Grid,Sweden,7.89
Power Grid,Switzerland,8.9
Power Grid,Taiwan,8.32
Power Grid,Thailand,8.23
Power Grid,Turkey,9.33
Power Grid,Ukraine,8.68
Power Grid,USA,8.24
Power Grid,Uruguay,6.0
Power Grid,Venezuela,9.5
Power Grid,Vietnam,8.58
Puerto Rico,Argentina,8.64
Puerto Rico,Australia,8.38
Puerto Rico,Austria,9.45
Puerto Rico,Belarus,7.75
Puerto Rico,Belgium,8.95
Puerto Rico,Bolivia,9.0
Puerto Rico,Brazil,9.08
Puerto Rico,Brunei,7.0
Puerto Rico,Bulgaria,9.67
Puerto Rico,Canada,8.49
Puerto Rico,Chile,8.66
Puerto Rico,China,9.09
Puerto Rico,Colombia,8.44
Puerto Rico,Croatia,8.85
Puerto Rico,Czech Republic,8.87
Puerto Rico,Denmark,8.75
Puerto Rico,England,8.17
Puerto Rico,Estonia,7.95
Puerto Rico,Finland,8.71
Puerto Rico,France,8.93
Puerto Rico,Germany,9.01
Puerto Rico,Greece,8.77
Puerto Rico,Guatemala,10.0
Puerto Rico,Honduras,8.8
Puerto Rico,Hungary,8.99
Puerto Rico,Iceland,8.0
Puerto Rico,India,8.3
Puerto Rico,Indonesia,8.67
