,satisfaction_life,satisfaction_economy,satisfaction_government,satisfaction_democracy,satisfaction_education,satisfaction_health_services,immigration_same_ethnicity,immigration_diff_ethnicity,immigration_world_poor,country,gender,age,degree,weight
25603,10,0,2,5,5,8,Allow some,Allow many to come and live here,Allow many to come and live here,Italy,Male,40.0,True,1.9283304159999999
25604,3,2,7,3,6,2,Allow a few,Allow a few,Allow a few,Italy,Male,55.0,False,1.8558596569999999
25605,8,5,6,8,6,8,Allow some,Allow a few,Allow a few,Italy,Male,33.0,True,2.0726930930000003
25606,8,5,6,6,9,9,Allow some,Allow some,Allow some,Italy,Male,56.0,False,2.0726930930000003
25607,9,2,4,5,3,3,Allow some,Allow some,Allow some,Italy,Female,27.0,False,2.0416902930000003
25608,9,6,5,4,6,5,,Allow a few,Allow a few,Italy,Female,25.0,True,1.959209942
25609,9,0,5,10,8,9,Allow some,Allow a few,Allow a few,Italy,Male,40.0,True,2.0726930930000003
25610,6,4,5,8,6,9,Allow some,Allow some,Allow some,Italy,Male,52.0,True,1.665113439
25611,8,5,5,5,6,6,Allow a few,Allow a few,Allow a few,Italy,Female,55.0,False,1.907358134
25612,2,3,6,3,4,3,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,46.0,False,1.8521782869999999
25613,7,3,5,5,3,4,Allow a few,Allow none,Allow some,Italy,Female,84.0,False,1.8521782869999999
25614,7,1,3,2,6,0,Allow a few,Allow a few,Allow a few,Italy,Male,48.0,False,1.94645888
25615,2,3,3,2,6,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,47.0,False,2.0416902930000003
25616,9,8,8,8,8,9,Allow some,Allow some,Allow some,Italy,Male,35.0,False,1.8558596569999999
25617,7,0,3,0,1,1,Allow none,Allow none,Allow none,Italy,Male,27.0,True,1.8558596569999999
25618,10,0,1,8,6,1,Allow none,Allow none,Allow none,Italy,Male,72.0,False,1.857728091
25619,7,6,7,6,3,2,Allow a few,Allow a few,Allow a few,Italy,Male,77.0,False,1.8558596569999999
25620,5,5,0,0,2,4,Allow a few,Allow some,Allow some,Italy,Female,90.0,False,1.890036974
25621,8,4,10,5,4,4,Allow some,Allow none,Allow none,Italy,Male,41.0,False,1.9833217140000001
25622,6,1,5,8,10,8,Allow some,Allow some,Allow some,Italy,Male,71.0,False,1.8521782869999999
25623,6,6,6,7,7,8,Allow some,Allow none,Allow none,Italy,Female,63.0,False,1.8283793609999999
25624,7,5,4,7,5,7,Allow some,Allow some,Allow some,Italy,Female,65.0,False,1.907358134
25625,5,5,5,5,4,4,Allow some,Allow some,Allow a few,Italy,Female,72.0,False,1.872049637
25626,9,8,8,8,7,6,Allow some,Allow some,Allow some,Italy,Female,48.0,False,1.959209942
25627,7,5,5,5,7,5,Allow a few,Allow a few,Allow a few,Italy,Male,71.0,False,2.0416902930000003
25628,8,6,3,4,4,3,Allow some,Allow some,Allow some,Italy,Female,66.0,True,1.872049637
25629,1,1,2,7,6,9,Allow a few,Allow a few,Allow a few,Italy,Male,45.0,False,1.8558596569999999
25630,7,7,7,8,6,6,Allow many to come and live here,Allow some,Allow some,Italy,Male,58.0,False,1.9211828340000001
25631,7,5,4,8,7,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,34.0,True,2.0726930930000003
25632,8,3,3,7,5,10,Allow many to come and live here,Allow many to come and live here,Allow some,Italy,Female,24.0,True,1.879130009
25633,5,0,0,5,5,10,Allow none,Allow none,Allow a few,Italy,Male,84.0,False,2.0726930930000003
25634,7,5,4,3,7,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,18.0,False,1.8283793609999999
25635,7,4,3,5,7,6,Allow some,Allow some,Allow some,Italy,Female,67.0,False,2.0416902930000003
25636,7,4,7,5,7,1,Allow none,Allow none,Allow none,Italy,Male,81.0,False,1.892988029
25637,6,6,5,6,7,7,Allow some,Allow some,Allow some,Italy,Male,30.0,True,1.933459452
25638,5,4,6,6,6,6,Allow a few,Allow a few,Allow a few,Italy,Male,53.0,False,1.89945158
25639,4,4,3,2,7,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,37.0,True,1.9283304159999999
25640,8,6,6,7,6,7,Allow a few,Allow a few,Allow a few,Italy,Male,28.0,False,1.9833217140000001
25641,8,4,0,0,4,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,19.0,False,1.8558596569999999
25642,7,5,5,5,6,6,Allow a few,Allow a few,Allow a few,Italy,Female,79.0,False,1.857728091
25643,6,6,6,6,6,6,Allow a few,Allow a few,Allow a few,Italy,Male,25.0,False,1.933459452
25644,5,5,0,0,5,0,Allow none,Allow none,Allow none,Italy,Male,62.0,False,1.845712234
25645,3,3,3,3,3,3,Allow none,Allow none,Allow none,Italy,Male,63.0,False,1.94645888
25646,7,5,7,7,7,5,Allow a few,Allow a few,Allow a few,Italy,Male,16.0,False,1.892988029
25647,6,0,5,5,4,4,Allow some,Allow some,Allow some,Italy,Male,42.0,False,1.959209942
25648,0,5,0,5,0,2,Allow none,Allow none,Allow none,Italy,Female,58.0,False,1.959209942
25649,9,5,7,7,9,9,Allow some,Allow a few,Allow some,Italy,Female,21.0,False,2.037472843
25650,10,0,5,6,3,6,,,,Italy,Male,21.0,False,1.94645888
25651,8,6,6,7,8,8,Allow some,Allow some,Allow some,Italy,Female,23.0,True,1.9211828340000001
25652,2,2,2,3,9,10,Allow a few,Allow a few,Allow a few,Italy,Female,77.0,False,2.0726930930000003
25653,8,2,1,3,6,7,Allow some,Allow some,Allow some,Italy,Male,55.0,False,1.8283793609999999
25654,6,4,4,4,6,5,Allow a few,Allow a few,Allow a few,Italy,Female,60.0,False,2.0416902930000003
25655,8,2,3,2,7,7,Allow none,Allow none,Allow some,Italy,Female,68.0,False,1.959209942
25656,6,5,4,5,6,6,Allow some,Allow some,Allow some,Italy,Male,68.0,True,2.0726930930000003
25657,7,2,1,5,7,9,Allow a few,Allow a few,,Italy,Female,82.0,False,1.8558596569999999
25658,6,0,4,3,3,5,Allow many to come and live here,Allow many to come and live here,Allow some,Italy,Male,47.0,True,1.857728091
25659,6,3,4,6,10,6,Allow some,Allow some,Allow some,Italy,Female,76.0,False,1.9094341080000001
25660,7,7,5,8,8,7,Allow some,Allow some,Allow some,Italy,Male,36.0,True,1.933459452
25661,6,6,5,8,5,8,Allow some,Allow some,Allow some,Italy,Male,34.0,False,2.004618441
25662,8,5,7,7,9,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,45.0,False,1.9094341080000001
25663,8,6,6,5,5,8,Allow some,Allow some,Allow a few,Italy,Female,72.0,False,1.879130009
25664,9,5,6,6,5,5,Allow many to come and live here,Allow some,Allow some,Italy,Female,40.0,False,1.876489639
25665,10,0,5,8,9,8,Allow some,Allow some,Allow some,Italy,Male,43.0,False,1.857728091
25666,7,5,3,3,9,8,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,,True,1.9283304159999999
25667,8,0,7,8,8,5,Allow none,Allow none,Allow a few,Italy,Female,52.0,False,1.9283304159999999
25668,6,8,9,9,8,9,Allow a few,Allow a few,Allow some,Italy,Male,71.0,False,1.872049637
25669,6,3,4,5,6,4,Allow a few,Allow a few,Allow a few,Italy,Female,49.0,False,1.9283304159999999
25670,8,2,3,2,4,3,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,30.0,True,1.8558596569999999
25671,6,5,5,6,7,6,Allow some,Allow some,Allow some,Italy,Female,72.0,True,1.9211828340000001
25672,8,5,6,8,7,7,Allow some,Allow some,Allow some,Italy,Female,39.0,True,2.0416902930000003
25673,7,1,4,5,4,8,Allow a few,Allow a few,Allow some,Italy,Female,85.0,False,1.9211828340000001
25674,8,6,6,4,7,3,Allow a few,Allow a few,Allow a few,Italy,Male,29.0,False,1.845712234
25675,7,6,7,7,4,5,Allow some,Allow some,Allow some,Italy,Male,48.0,False,1.9094341080000001
25676,6,6,5,8,8,8,Allow some,Allow some,Allow some,Italy,Male,42.0,False,1.8558596569999999
25677,7,5,5,6,6,4,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,23.0,False,1.857728091
25678,8,5,5,5,9,0,Allow some,Allow some,Allow many to come and live here,Italy,Female,17.0,False,1.94645888
25679,7,6,6,7,7,9,Allow some,Allow a few,Allow some,Italy,Male,49.0,False,2.093737132
25680,6,5,4,6,7,7,Allow some,Allow some,Allow some,Italy,Male,23.0,False,1.8283793609999999
25681,7,5,5,5,8,6,Allow some,Allow a few,Allow a few,Italy,Female,42.0,False,1.94645888
25682,8,2,5,5,5,5,Allow a few,Allow a few,Allow a few,Italy,Male,17.0,False,1.111047939
25683,7,4,4,4,3,6,Allow a few,Allow a few,Allow a few,Italy,Female,33.0,False,1.89945158
25684,8,0,7,7,5,7,Allow none,Allow none,Allow none,Italy,Male,66.0,False,1.9283304159999999
25685,8,6,6,6,4,2,Allow some,Allow some,Allow some,Italy,Male,50.0,False,1.8558596569999999
25686,7,5,4,4,6,5,Allow a few,Allow a few,Allow a few,Italy,Male,82.0,False,1.665113439
25687,9,4,3,5,8,8,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,25.0,False,2.0726930930000003
25688,4,4,8,7,6,6,Allow some,Allow some,Allow some,Italy,Female,32.0,False,1.959209942
25689,5,2,4,6,7,7,Allow some,Allow some,Allow many to come and live here,Italy,Female,49.0,False,1.9211828340000001
25690,5,2,1,6,8,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,54.0,True,2.0416902930000003
25691,7,5,5,4,5,6,,,,Italy,Female,66.0,True,2.0416902930000003
25692,6,2,5,2,2,5,Allow some,Allow some,Allow some,Italy,Male,21.0,False,1.959209942
25693,8,5,5,5,7,2,Allow some,Allow some,Allow some,Italy,Female,63.0,False,1.879130009
25694,9,5,6,7,7,8,Allow some,Allow some,Allow some,Italy,Female,32.0,True,1.8283793609999999
25695,6,4,6,6,4,5,Allow a few,Allow none,Allow some,Italy,Female,80.0,,1.8558596569999999
25696,8,3,5,8,8,8,Allow some,Allow some,Allow some,Italy,Male,58.0,False,1.8283793609999999
25697,9,6,7,6,6,7,Allow some,Allow some,Allow some,Italy,Female,44.0,True,1.9211828340000001
25698,8,7,0,5,7,8,Allow some,Allow some,Allow some,Italy,Female,83.0,False,1.845712234
25699,2,6,3,7,6,8,Allow none,Allow none,Allow none,Italy,Female,19.0,False,1.857728091
25700,8,5,5,6,6,6,Allow some,Allow none,Allow none,Italy,Male,51.0,False,1.959209942
25701,6,6,5,5,6,6,Allow some,Allow some,Allow some,Italy,Female,55.0,False,1.857728091
25702,8,0,5,5,6,8,Allow none,Allow none,Allow none,Italy,Female,19.0,False,1.8558596569999999
25703,7,5,2,5,3,5,Allow some,Allow some,Allow some,Italy,Female,82.0,False,1.959209942
25704,8,5,5,5,8,6,Allow none,Allow none,Allow none,Italy,Female,41.0,True,2.0416902930000003
25705,10,0,5,10,8,8,Allow some,Allow some,Allow a few,Italy,Male,18.0,False,1.111047939
25706,10,2,6,1,10,10,Allow many to come and live here,,Allow a few,Italy,Male,73.0,False,2.0416902930000003
25707,7,7,7,6,5,5,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,29.0,False,1.9283304159999999
25708,7,5,6,7,6,6,Allow some,Allow none,Allow none,Italy,Male,71.0,False,2.004618441
25709,5,5,6,5,7,6,Allow none,Allow none,Allow none,Italy,Male,44.0,False,1.8521782869999999
25710,8,1,1,1,5,3,Allow a few,Allow a few,Allow some,Italy,Female,54.0,False,2.004618441
25711,9,5,5,5,9,8,Allow many to come and live here,,,Italy,Female,61.0,True,1.959209942
25712,6,5,5,5,6,6,Allow some,Allow a few,Allow a few,Italy,Male,45.0,True,1.94645888
25713,6,6,5,6,6,7,Allow some,Allow some,Allow some,Italy,Male,90.0,False,1.94645888
25714,7,5,5,5,6,7,Allow some,Allow some,Allow some,Italy,Male,19.0,False,1.665113439
25715,10,2,1,5,6,3,Allow none,Allow none,Allow none,Italy,Female,36.0,False,1.857728091
25716,7,3,6,1,2,4,Allow some,Allow some,Allow some,Italy,Female,59.0,False,2.037472843
25717,9,4,4,6,7,8,Allow some,Allow some,Allow many to come and live here,Italy,Female,77.0,False,1.8283793609999999
25718,8,6,6,3,6,5,Allow some,Allow some,Allow some,Italy,Male,20.0,False,1.9283304159999999
25719,5,4,0,2,2,2,Allow none,Allow none,Allow none,Italy,Male,73.0,False,1.9283304159999999
25720,7,5,5,6,7,5,Allow some,Allow some,Allow some,Italy,Female,25.0,True,1.9833217140000001
25721,8,4,4,5,5,0,Allow a few,Allow some,Allow some,Italy,Male,71.0,False,1.879130009
25722,8,0,0,2,3,0,Allow a few,,,Italy,Female,35.0,False,1.94645888
25723,8,3,4,5,2,8,Allow a few,Allow a few,Allow a few,Italy,Male,70.0,False,1.8558596569999999
25724,4,6,2,4,6,8,Allow many to come and live here,Allow some,Allow some,Italy,Male,23.0,False,1.8283793609999999
25725,5,0,0,0,4,4,Allow a few,Allow a few,Allow a few,Italy,Male,59.0,False,1.9283304159999999
25726,6,5,2,2,5,6,Allow a few,Allow some,Allow some,Italy,Male,62.0,False,1.933459452
25727,8,5,5,7,8,5,Allow a few,Allow a few,Allow a few,Italy,Female,57.0,False,1.665113439
25728,10,2,2,3,7,8,Allow some,Allow some,Allow some,Italy,Male,84.0,False,1.8558596569999999
25729,6,6,5,6,7,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,68.0,True,2.0416902930000003
25730,7,5,4,7,6,8,Allow some,Allow some,Allow some,Italy,Female,59.0,False,1.915128565
25731,4,3,5,6,6,3,Allow none,Allow none,Allow none,Italy,Female,66.0,False,1.857728091
25732,3,3,5,3,5,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,52.0,False,2.0416902930000003
25733,5,2,3,5,4,4,Allow many to come and live here,Allow a few,Allow a few,Italy,Female,19.0,False,1.845712234
25734,2,3,3,3,4,5,Allow a few,Allow a few,Allow some,Italy,Female,66.0,False,1.94645888
25735,6,4,8,8,7,8,Allow a few,Allow some,Allow some,Italy,Female,54.0,False,1.94645888
25736,6,7,6,8,8,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,20.0,False,1.9283304159999999
25737,8,5,0,5,5,0,Allow some,Allow some,Allow some,Italy,Female,75.0,False,1.9283304159999999
25738,8,6,5,5,4,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,40.0,True,1.665113439
25739,8,6,5,6,5,5,Allow a few,Allow a few,Allow a few,Italy,Female,65.0,False,2.0416902930000003
25740,7,5,7,7,5,5,Allow none,Allow none,Allow a few,Italy,Male,43.0,False,1.94645888
25741,8,6,5,6,7,6,Allow a few,Allow a few,Allow a few,Italy,Male,28.0,True,1.907358134
25742,9,3,2,2,7,10,Allow some,Allow some,Allow some,Italy,Female,79.0,False,2.093737132
25743,8,3,0,2,5,5,Allow none,Allow none,Allow none,Italy,Male,37.0,True,2.004618441
25744,8,6,2,7,7,5,Allow a few,Allow none,Allow a few,Italy,Male,58.0,False,1.879130009
25745,5,3,2,3,5,6,Allow some,Allow some,Allow many to come and live here,Italy,Female,65.0,False,1.9833217140000001
25746,5,3,3,5,6,5,Allow some,Allow none,Allow a few,Italy,Male,32.0,False,1.857728091
25747,3,2,6,4,1,0,Allow none,Allow none,Allow none,Italy,Male,61.0,False,1.665113439
25748,3,0,3,3,0,5,Allow none,Allow none,Allow none,Italy,Female,65.0,False,1.9283304159999999
25749,8,7,7,8,7,8,Allow some,Allow some,Allow a few,Italy,Female,63.0,False,1.8283793609999999
25750,7,4,5,4,3,5,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,61.0,False,1.8558596569999999
25751,4,4,6,6,7,6,Allow a few,Allow a few,,Italy,Female,21.0,False,1.9833217140000001
25752,8,2,1,7,8,8,Allow some,Allow some,Allow some,Italy,Male,64.0,False,1.8283793609999999
25753,8,8,6,5,6,8,Allow a few,Allow a few,Allow a few,Italy,Female,61.0,False,1.959209942
25754,9,5,7,7,6,6,Allow some,Allow some,Allow some,Italy,Male,38.0,False,1.9833217140000001
25755,8,6,5,6,7,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,27.0,True,2.0726930930000003
25756,8,7,8,7,7,9,Allow many to come and live here,Allow some,Allow a few,Italy,Male,59.0,False,1.8283793609999999
25757,10,7,5,3,6,3,Allow some,Allow some,Allow some,Italy,Female,23.0,False,2.093737132
25758,7,3,5,5,2,5,Allow a few,Allow a few,Allow none,Italy,Male,53.0,False,1.9283304159999999
25759,3,5,3,3,4,6,Allow a few,Allow a few,Allow a few,Italy,Female,84.0,False,1.8558596569999999
25760,6,5,7,6,5,5,Allow a few,Allow a few,Allow a few,Italy,Male,41.0,False,1.94645888
25761,10,6,6,5,6,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,82.0,False,1.857728091
25762,7,6,4,7,3,8,Allow a few,Allow some,Allow a few,Italy,Male,69.0,False,1.8283793609999999
25763,8,5,7,5,7,6,Allow some,Allow some,Allow some,Italy,Female,19.0,False,1.933459452
25764,2,5,9,8,3,7,Allow some,Allow some,Allow some,Italy,Male,40.0,False,1.9833217140000001
25765,4,7,0,5,4,5,Allow none,Allow none,Allow none,Italy,Female,54.0,False,1.8283793609999999
25766,7,4,6,3,2,2,Allow a few,Allow a few,Allow a few,Italy,Female,90.0,False,1.9833217140000001
25767,8,2,2,4,6,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,34.0,True,2.0416902930000003
25768,7,4,5,5,5,4,Allow some,Allow some,Allow some,Italy,Female,55.0,False,1.8558596569999999
25769,10,4,8,5,8,8,Allow none,Allow some,Allow some,Italy,Male,46.0,False,1.959209942
25770,7,6,5,4,7,6,Allow some,Allow some,Allow some,Italy,Male,68.0,False,1.9833217140000001
25771,8,6,5,7,6,8,Allow a few,Allow a few,Allow a few,Italy,Female,84.0,False,1.8283793609999999
25772,7,2,4,5,4,5,Allow a few,Allow a few,Allow a few,Italy,Female,85.0,False,1.872049637
25773,4,5,6,6,2,2,Allow some,Allow some,Allow some,Italy,Male,77.0,False,2.0726930930000003
25774,7,2,3,4,4,5,Allow some,Allow some,Allow some,Italy,Female,50.0,False,2.0726930930000003
25775,5,5,6,7,6,6,Allow some,Allow a few,Allow some,Italy,Female,65.0,False,1.8558596569999999
25776,7,3,5,4,6,6,Allow some,Allow some,Allow some,Italy,Male,36.0,False,1.8558596569999999
25777,8,2,1,1,5,2,Allow a few,Allow a few,Allow a few,Italy,Male,70.0,False,1.8558596569999999
25778,6,3,3,4,6,6,Allow some,Allow some,Allow some,Italy,Female,42.0,False,1.94645888
25779,6,2,5,0,4,0,Allow some,Allow a few,Allow some,Italy,Female,21.0,False,1.9283304159999999
25780,7,2,6,5,4,6,Allow some,Allow some,Allow a few,Italy,Male,58.0,False,2.0416902930000003
25781,7,3,3,4,7,8,Allow some,Allow a few,Allow a few,Italy,Male,69.0,False,1.9833217140000001
25782,5,3,5,6,5,5,,,Allow many to come and live here,Italy,Male,22.0,False,1.9094341080000001
25783,9,4,4,8,6,8,Allow some,Allow some,Allow some,Italy,Female,72.0,False,1.8558596569999999
25784,7,7,7,7,8,8,Allow some,Allow some,Allow a few,Italy,Female,40.0,False,1.8283793609999999
25785,7,8,6,7,7,8,Allow some,Allow some,Allow some,Italy,Male,22.0,False,1.915128565
25786,8,2,0,7,6,7,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,49.0,True,1.890036974
25787,10,4,3,4,5,5,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,21.0,False,2.0416902930000003
25788,10,5,6,8,8,10,Allow a few,Allow a few,Allow some,Italy,Female,18.0,False,1.8558596569999999
25789,8,8,7,8,8,8,Allow some,Allow some,Allow some,Italy,Male,53.0,False,2.004618441
25790,1,0,0,5,5,0,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,47.0,False,2.0416902930000003
25791,8,6,6,5,6,4,Allow a few,Allow a few,Allow a few,Italy,Female,16.0,False,1.959209942
25792,7,7,6,4,5,4,Allow a few,Allow a few,Allow a few,Italy,Male,54.0,False,1.8558596569999999
25793,7,4,1,6,5,7,Allow some,Allow some,Allow some,Italy,Female,56.0,False,2.093737132
25794,10,5,5,4,6,6,Allow some,Allow some,Allow some,Italy,Female,23.0,False,1.857728091
25795,8,2,5,5,8,8,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,44.0,False,1.665113439
25796,7,6,6,7,5,7,Allow many to come and live here,Allow a few,Allow a few,Italy,Male,53.0,False,2.0416902930000003
25797,2,2,2,2,3,3,Allow some,Allow some,Allow a few,Italy,Male,62.0,False,1.94645888
25798,8,5,6,6,6,3,Allow a few,Allow a few,Allow some,Italy,Female,54.0,False,1.9283304159999999
25799,0,5,5,7,7,8,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,86.0,False,1.9094341080000001
25800,8,5,5,4,6,8,Allow a few,Allow none,Allow some,Italy,Male,60.0,False,1.9833217140000001
25801,3,1,2,8,7,2,Allow none,Allow none,Allow none,Italy,Male,45.0,False,1.933459452
25802,7,6,3,7,8,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,31.0,False,2.0726930930000003
25803,6,6,8,7,4,5,Allow some,Allow none,Allow none,Italy,Male,80.0,False,1.665113439
25804,8,5,5,5,5,5,,,Allow a few,Italy,Male,86.0,False,1.9283304159999999
25805,8,5,4,5,9,7,Allow a few,Allow a few,Allow a few,Italy,Female,38.0,True,1.8283793609999999
25806,8,4,0,0,2,7,Allow a few,Allow none,Allow a few,Italy,Male,34.0,False,1.959209942
25807,10,4,3,8,3,8,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,79.0,False,1.8283793609999999
25808,8,6,7,7,6,5,Allow some,Allow some,Allow some,Italy,Male,27.0,False,1.9094341080000001
25809,3,5,3,5,5,4,Allow none,Allow none,Allow a few,Italy,Female,78.0,False,1.9283304159999999
25810,10,5,5,10,10,10,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,17.0,False,1.9283304159999999
25811,7,6,6,8,8,9,Allow some,Allow some,Allow some,Italy,Male,27.0,False,1.8558596569999999
25812,7,5,5,5,7,4,Allow a few,Allow none,Allow none,Italy,Male,43.0,False,1.879130009
25813,8,4,2,4,4,2,Allow some,Allow some,Allow some,Italy,Female,28.0,False,1.845712234
25814,9,3,5,6,7,8,Allow a few,Allow a few,Allow a few,Italy,Male,71.0,False,1.8283793609999999
25815,6,6,6,5,3,2,Allow some,Allow some,Allow some,Italy,Male,52.0,False,1.933459452
25816,7,6,6,6,8,8,Allow some,Allow a few,Allow some,Italy,Female,73.0,False,2.037472843
25817,6,1,1,1,1,1,Allow some,Allow some,Allow some,Italy,Female,50.0,False,2.093737132
25818,9,6,3,9,9,8,Allow some,Allow some,Allow some,Italy,Female,38.0,False,2.0726930930000003
25819,6,3,3,2,6,6,Allow none,Allow none,Allow none,Italy,Female,81.0,False,1.933459452
25820,10,7,7,7,8,8,Allow some,Allow some,Allow some,Italy,Male,73.0,True,1.959209942
25821,7,4,5,5,5,3,Allow none,Allow none,Allow none,Italy,Female,80.0,False,1.9283304159999999
25822,6,5,3,5,3,4,Allow none,Allow none,Allow none,Italy,Female,64.0,False,1.94645888
25823,3,3,3,2,2,5,Allow a few,Allow a few,Allow a few,Italy,Female,42.0,True,1.9283304159999999
25824,7,4,5,5,5,4,Allow some,Allow a few,Allow none,Italy,Male,63.0,False,1.665113439
25825,5,3,3,2,0,2,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Female,78.0,False,1.959209942
25826,7,3,6,5,7,5,Allow none,Allow a few,Allow some,Italy,Male,19.0,False,1.857728091
25827,8,6,5,6,8,8,Allow some,Allow some,Allow some,Italy,Female,22.0,True,1.872049637
25828,5,7,5,5,3,4,Allow some,Allow some,Allow some,Italy,Male,32.0,False,2.0416902930000003
25829,6,5,2,6,8,9,Allow some,Allow some,Allow some,Italy,Male,79.0,False,1.694703712
25830,9,6,7,7,5,6,Allow none,Allow none,Allow a few,Italy,Female,58.0,False,1.94645888
25831,7,4,6,7,5,8,Allow some,Allow a few,Allow a few,Italy,Female,71.0,False,1.8283793609999999
25832,10,3,7,6,7,2,Allow a few,Allow none,Allow none,Italy,Female,67.0,False,1.694703712
25833,10,0,0,0,2,5,Allow a few,Allow none,Allow none,Italy,Female,25.0,False,1.694703712
25834,8,4,4,4,6,7,Allow many to come and live here,Allow many to come and live here,Allow some,Italy,Female,36.0,True,1.9833217140000001
25835,6,1,4,10,7,7,Allow many to come and live here,Allow many to come and live here,Allow some,Italy,Female,55.0,False,1.8521782869999999
25836,7,7,8,6,6,6,Allow some,Allow some,Allow some,Italy,Female,36.0,False,1.9833217140000001
25837,7,4,5,6,4,6,Allow some,Allow some,Allow some,Italy,Female,28.0,True,1.9283304159999999
25838,9,6,6,5,6,6,Allow some,Allow some,Allow some,Italy,Male,56.0,True,1.9094341080000001
25839,8,4,3,5,6,5,Allow some,Allow some,Allow some,Italy,Female,68.0,True,1.959209942
25840,7,7,6,7,7,6,Allow a few,Allow a few,Allow a few,Italy,Male,51.0,False,1.8283793609999999
25841,8,3,2,3,2,7,,,,Italy,Female,72.0,False,2.0726930930000003
25842,8,5,3,6,6,6,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,61.0,False,1.845712234
25843,3,2,5,4,3,4,Allow a few,Allow a few,Allow none,Italy,Male,44.0,False,2.037472843
25844,7,3,3,7,7,7,Allow some,Allow some,Allow some,Italy,Female,27.0,False,1.111047939
25845,7,6,6,7,7,3,Allow a few,Allow a few,Allow a few,Italy,Female,54.0,False,1.9283304159999999
25846,7,4,6,8,8,8,Allow some,Allow some,Allow some,Italy,Female,87.0,False,1.959209942
25847,6,5,8,6,3,2,Allow a few,Allow a few,Allow a few,Italy,Female,53.0,False,1.9833217140000001
25848,7,3,5,1,8,8,Allow none,Allow none,Allow none,Italy,Male,28.0,False,1.959209942
25849,9,6,5,7,8,9,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,69.0,False,1.8283793609999999
25850,8,6,6,6,6,8,Allow some,Allow some,Allow some,Italy,Male,54.0,True,1.959209942
25851,8,4,5,6,6,6,Allow a few,Allow a few,Allow some,Italy,Male,87.0,False,1.94645888
25852,8,8,5,4,6,8,Allow none,Allow none,Allow none,Italy,Female,68.0,False,1.8558596569999999
25853,8,5,5,5,5,5,,,,Italy,Female,90.0,False,1.665113439
25854,10,4,4,6,8,8,Allow many to come and live here,Allow some,Allow a few,Italy,Female,44.0,False,1.665113439
25855,4,3,5,6,6,8,Allow a few,Allow none,Allow none,Italy,Female,70.0,False,1.907358134
25856,7,3,4,8,7,7,Allow a few,Allow a few,Allow a few,Italy,Female,68.0,False,1.8283793609999999
25857,7,6,6,7,6,5,Allow a few,Allow some,Allow some,Italy,Female,48.0,False,1.9833217140000001
25858,9,6,6,5,7,8,Allow some,Allow some,Allow some,Italy,Female,28.0,True,1.933459452
25859,8,5,5,6,6,7,Allow many to come and live here,Allow some,Allow some,Italy,Female,61.0,False,1.857728091
25860,8,5,6,6,7,7,Allow some,Allow some,Allow some,Italy,Male,68.0,False,1.94645888
25861,8,3,5,3,6,7,Allow many to come and live here,Allow a few,Allow a few,Italy,Male,38.0,True,1.959209942
25862,7,5,5,10,5,5,Allow many to come and live here,Allow many to come and live here,Allow many to come and live here,Italy,Male,18.0,False,1.9283304159999999
